timestamp,station_id,sensor_id,value,unit,quality,shift,part_number
2025-03-03T06:01:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_MOTOR_TEMP,51.474,°C,GOOD,Day,PN-8820-D
2025-03-03T06:01:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_POSITION_ERR,0.0421,mm,GOOD,Day,PN-8820-D
2025-03-03T06:01:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_PROBE_FORCE,0.1516,N,GOOD,Day,PN-0011-X
2025-03-03T06:01:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_AMBIENT_TEMP,20.1676,°C,GOOD,Day,PN-0011-X
2025-03-03T06:01:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_HUMIDITY,48.324,%RH,GOOD,Day,PN-0011-X
2025-03-03T06:01:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_CYCLE_TIME,95.2821,s,GOOD,Day,PN-0011-X
2025-03-03T06:01:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_SPINDLE_SPEED,4499.2737,RPM,GOOD,Day,PN-7741-B
2025-03-03T06:01:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_FEED_RATE,354.0653,mm/min,GOOD,Day,PN-7741-B
2025-03-03T06:01:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_COOLANT_TEMP,24.5243,°C,GOOD,Day,PN-7741-B
2025-03-03T06:01:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_MOTOR_CURRENT,17.8276,A,GOOD,Day,PN-7741-B
2025-03-03T06:01:30Z,WS02_LATHE,WS02_LATHE_SPINDLE_SPEED,2784.6893,RPM,GOOD,Day,PN-3302-A
2025-03-03T06:01:30Z,WS02_LATHE,WS02_LATHE_CUTTING_FORCE,602.9896,N,GOOD,Day,PN-3302-A
2025-03-03T06:01:30Z,WS02_LATHE,WS02_LATHE_VIBRATION,0.1882,mm/s,GOOD,Day,PN-3302-A
2025-03-03T06:01:30Z,WS02_LATHE,WS02_LATHE_MOTOR_CURRENT,15.1124,A,GOOD,Day,PN-3302-A
2025-03-03T06:01:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_PRESS_FORCE,841.9375,kN,GOOD,Day,PN-5519-C
2025-03-03T06:01:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_HYDRAULIC_PRS,217.57,bar,GOOD,Day,PN-5519-C
2025-03-03T06:01:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_OIL_TEMP,44.3621,°C,GOOD,Day,PN-5519-C
2025-03-03T06:01:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_CYCLE_TIME,4.1678,s,GOOD,Day,PN-5519-C
2025-03-03T06:01:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_JOINT_TORQUE,38.7746,Nm,GOOD,Day,PN-8820-D
2025-03-03T06:01:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_CYCLE_TIME,12.8476,s,GOOD,Day,PN-8820-D
2025-03-03T06:01:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_MOTOR_TEMP,52.2583,°C,GOOD,Day,PN-8820-D
2025-03-03T06:01:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_POSITION_ERR,0.0411,mm,GOOD,Day,PN-8820-D
2025-03-03T06:01:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_PROBE_FORCE,0.1512,N,GOOD,Day,PN-0011-X
2025-03-03T06:01:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_AMBIENT_TEMP,20.054,°C,GOOD,Day,PN-0011-X
2025-03-03T06:01:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_HUMIDITY,47.2042,%RH,GOOD,Day,PN-0011-X
2025-03-03T06:01:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_CYCLE_TIME,94.2304,s,GOOD,Day,PN-0011-X
2025-03-03T06:02:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_SPINDLE_SPEED,4508.6145,RPM,GOOD,Day,PN-7741-B
2025-03-03T06:02:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_FEED_RATE,342.6098,mm/min,GOOD,Day,PN-7741-B
2025-03-03T06:02:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_COOLANT_TEMP,24.9132,°C,GOOD,Day,PN-7741-B
2025-03-03T06:02:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_MOTOR_CURRENT,18.6995,A,GOOD,Day,PN-7741-B
2025-03-03T06:02:00Z,WS02_LATHE,WS02_LATHE_SPINDLE_SPEED,2803.0366,RPM,GOOD,Day,PN-3302-A
2025-03-03T06:02:00Z,WS02_LATHE,WS02_LATHE_CUTTING_FORCE,622.8536,N,GOOD,Day,PN-3302-A
2025-03-03T06:02:00Z,WS02_LATHE,WS02_LATHE_VIBRATION,0.1781,mm/s,GOOD,Day,PN-3302-A
2025-03-03T06:02:00Z,WS02_LATHE,WS02_LATHE_MOTOR_CURRENT,15.0516,A,GOOD,Day,PN-3302-A
2025-03-03T06:02:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_PRESS_FORCE,854.0028,kN,GOOD,Day,PN-5519-C
2025-03-03T06:02:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_HYDRAULIC_PRS,220.5151,bar,GOOD,Day,PN-5519-C
2025-03-03T06:02:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_OIL_TEMP,43.8018,°C,GOOD,Day,PN-5519-C
2025-03-03T06:02:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_CYCLE_TIME,4.2551,s,GOOD,Day,PN-5519-C
2025-03-03T06:02:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_JOINT_TORQUE,37.9995,Nm,GOOD,Day,PN-8820-D
2025-03-03T06:02:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_CYCLE_TIME,12.8916,s,GOOD,Day,PN-8820-D
2025-03-03T06:02:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_MOTOR_TEMP,51.7265,°C,GOOD,Day,PN-8820-D
2025-03-03T06:02:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_POSITION_ERR,0.0406,mm,GOOD,Day,PN-8820-D
2025-03-03T06:02:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_PROBE_FORCE,0.1549,N,GOOD,Day,PN-0011-X
2025-03-03T06:02:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_AMBIENT_TEMP,19.8445,°C,GOOD,Day,PN-0011-X
2025-03-03T06:02:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_HUMIDITY,47.9107,%RH,GOOD,Day,PN-0011-X
2025-03-03T06:02:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_CYCLE_TIME,93.809,s,GOOD,Day,PN-0011-X
2025-03-03T06:02:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_SPINDLE_SPEED,4487.8368,RPM,GOOD,Day,PN-7741-B
2025-03-03T06:02:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_FEED_RATE,351.1914,mm/min,GOOD,Day,PN-7741-B
2025-03-03T06:02:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_COOLANT_TEMP,24.253,°C,GOOD,Day,PN-7741-B
2025-03-03T06:02:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_MOTOR_CURRENT,17.7198,A,GOOD,Day,PN-7741-B
2025-03-03T06:02:30Z,WS02_LATHE,WS02_LATHE_SPINDLE_SPEED,2784.8516,RPM,GOOD,Day,PN-3302-A
2025-03-03T06:02:30Z,WS02_LATHE,WS02_LATHE_CUTTING_FORCE,635.1217,N,GOOD,Day,PN-3302-A
2025-03-03T06:02:30Z,WS02_LATHE,WS02_LATHE_VIBRATION,0.1792,mm/s,GOOD,Day,PN-3302-A
2025-03-03T06:02:30Z,WS02_LATHE,WS02_LATHE_MOTOR_CURRENT,14.3583,A,GOOD,Day,PN-3302-A
2025-03-03T06:02:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_PRESS_FORCE,853.2702,kN,GOOD,Day,PN-5519-C
2025-03-03T06:02:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_HYDRAULIC_PRS,216.5121,bar,GOOD,Day,PN-5519-C
2025-03-03T06:02:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_OIL_TEMP,45.0012,°C,GOOD,Day,PN-5519-C
2025-03-03T06:02:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_CYCLE_TIME,4.2419,s,GOOD,Day,PN-5519-C
2025-03-03T06:02:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_JOINT_TORQUE,38.5023,Nm,GOOD,Day,PN-8820-D
2025-03-03T06:02:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_CYCLE_TIME,12.7387,s,GOOD,Day,PN-8820-D
2025-03-03T06:02:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_MOTOR_TEMP,49.856,°C,GOOD,Day,PN-8820-D
2025-03-03T06:02:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_POSITION_ERR,0.042,mm,GOOD,Day,PN-8820-D
2025-03-03T06:02:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_PROBE_FORCE,0.1499,N,GOOD,Day,PN-0011-X
2025-03-03T06:02:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_AMBIENT_TEMP,20.1182,°C,GOOD,Day,PN-0011-X
2025-03-03T06:02:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_HUMIDITY,48.8505,%RH,GOOD,Day,PN-0011-X
2025-03-03T06:02:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_CYCLE_TIME,93.6537,s,GOOD,Day,PN-0011-X
2025-03-03T06:03:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_SPINDLE_SPEED,4504.4023,RPM,GOOD,Day,PN-7741-B
2025-03-03T06:03:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_FEED_RATE,345.2037,mm/min,GOOD,Day,PN-7741-B
2025-03-03T06:03:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_COOLANT_TEMP,24.709,°C,GOOD,Day,PN-7741-B
2025-03-03T06:03:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_MOTOR_CURRENT,18.0685,A,GOOD,Day,PN-7741-B
2025-03-03T06:03:00Z,WS02_LATHE,WS02_LATHE_SPINDLE_SPEED,2815.0994,RPM,GOOD,Day,PN-3302-A
2025-03-03T06:03:00Z,WS02_LATHE,WS02_LATHE_CUTTING_FORCE,614.44,N,GOOD,Day,PN-3302-A
2025-03-03T06:03:00Z,WS02_LATHE,WS02_LATHE_VIBRATION,0.1755,mm/s,GOOD,Day,PN-3302-A
2025-03-03T06:03:00Z,WS02_LATHE,WS02_LATHE_MOTOR_CURRENT,14.1968,A,GOOD,Day,PN-3302-A
2025-03-03T06:03:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_PRESS_FORCE,848.1793,kN,GOOD,Day,PN-5519-C
2025-03-03T06:03:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_HYDRAULIC_PRS,223.6877,bar,GOOD,Day,PN-5519-C
2025-03-03T06:03:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_OIL_TEMP,43.1256,°C,GOOD,Day,PN-5519-C
2025-03-03T06:03:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_CYCLE_TIME,4.11,s,GOOD,Day,PN-5519-C
2025-03-03T06:03:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_JOINT_TORQUE,38.1773,Nm,GOOD,Day,PN-8820-D
2025-03-03T06:03:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_CYCLE_TIME,12.66,s,GOOD,Day,PN-8820-D
2025-03-03T06:03:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_MOTOR_TEMP,50.63,°C,GOOD,Day,PN-8820-D
2025-03-03T06:03:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_POSITION_ERR,0.0429,mm,GOOD,Day,PN-8820-D
2025-03-03T06:03:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_PROBE_FORCE,0.1475,N,GOOD,Day,PN-0011-X
2025-03-03T06:03:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_AMBIENT_TEMP,20.1225,°C,GOOD,Day,PN-0011-X
2025-03-03T06:03:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_HUMIDITY,47.557,%RH,GOOD,Day,PN-0011-X
2025-03-03T06:03:00Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_CYCLE_TIME,92.0852,s,GOOD,Day,PN-0011-X
2025-03-03T06:03:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_SPINDLE_SPEED,4507.7402,RPM,GOOD,Day,PN-7741-B
2025-03-03T06:03:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_FEED_RATE,355.5441,mm/min,GOOD,Day,PN-7741-B
2025-03-03T06:03:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_COOLANT_TEMP,24.7027,°C,GOOD,Day,PN-7741-B
2025-03-03T06:03:30Z,WS01_CNC_MILLING,WS01_CNC_MILLING_MOTOR_CURRENT,18.7039,A,GOOD,Day,PN-7741-B
2025-03-03T06:03:30Z,WS02_LATHE,WS02_LATHE_SPINDLE_SPEED,2781.8413,RPM,GOOD,Day,PN-3302-A
2025-03-03T06:03:30Z,WS02_LATHE,WS02_LATHE_CUTTING_FORCE,608.9927,N,GOOD,Day,PN-3302-A
2025-03-03T06:03:30Z,WS02_LATHE,WS02_LATHE_VIBRATION,0.1829,mm/s,GOOD,Day,PN-3302-A
2025-03-03T06:03:30Z,WS02_LATHE,WS02_LATHE_MOTOR_CURRENT,14.411,A,GOOD,Day,PN-3302-A
2025-03-03T06:03:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_PRESS_FORCE,853.5352,kN,GOOD,Day,PN-5519-C
2025-03-03T06:03:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_HYDRAULIC_PRS,218.2309,bar,GOOD,Day,PN-5519-C
2025-03-03T06:03:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_OIL_TEMP,44.6842,°C,GOOD,Day,PN-5519-C
2025-03-03T06:03:30Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_CYCLE_TIME,4.2144,s,GOOD,Day,PN-5519-C
2025-03-03T06:03:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_JOINT_TORQUE,38.4701,Nm,GOOD,Day,PN-8820-D
2025-03-03T06:03:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_CYCLE_TIME,12.7985,s,GOOD,Day,PN-8820-D
2025-03-03T06:03:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_MOTOR_TEMP,51.5009,°C,GOOD,Day,PN-8820-D
2025-03-03T06:03:30Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_POSITION_ERR,0.0428,mm,GOOD,Day,PN-8820-D
2025-03-03T06:03:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_PROBE_FORCE,0.15,N,GOOD,Day,PN-0011-X
2025-03-03T06:03:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_AMBIENT_TEMP,19.9395,°C,GOOD,Day,PN-0011-X
2025-03-03T06:03:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_HUMIDITY,48.1178,%RH,GOOD,Day,PN-0011-X
2025-03-03T06:03:30Z,WS05_CMM_INSPECTION,WS05_CMM_INSPECTION_CYCLE_TIME,93.7307,s,GOOD,Day,PN-0011-X
2025-03-03T06:04:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_SPINDLE_SPEED,4506.9094,RPM,GOOD,Day,PN-7741-B
2025-03-03T06:04:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_FEED_RATE,356.3863,mm/min,GOOD,Day,PN-7741-B
2025-03-03T06:04:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_COOLANT_TEMP,24.4766,°C,GOOD,Day,PN-7741-B
2025-03-03T06:04:00Z,WS01_CNC_MILLING,WS01_CNC_MILLING_MOTOR_CURRENT,17.7517,A,GOOD,Day,PN-7741-B
2025-03-03T06:04:00Z,WS02_LATHE,WS02_LATHE_SPINDLE_SPEED,2772.7124,RPM,GOOD,Day,PN-3302-A
2025-03-03T06:04:00Z,WS02_LATHE,WS02_LATHE_CUTTING_FORCE,617.8445,N,GOOD,Day,PN-3302-A
2025-03-03T06:04:00Z,WS02_LATHE,WS02_LATHE_VIBRATION,0.1731,mm/s,GOOD,Day,PN-3302-A
2025-03-03T06:04:00Z,WS02_LATHE,WS02_LATHE_MOTOR_CURRENT,14.1614,A,GOOD,Day,PN-3302-A
2025-03-03T06:04:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_PRESS_FORCE,850.4762,kN,GOOD,Day,PN-5519-C
2025-03-03T06:04:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_HYDRAULIC_PRS,218.3404,bar,GOOD,Day,PN-5519-C
2025-03-03T06:04:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_OIL_TEMP,45.3739,°C,GOOD,Day,PN-5519-C
2025-03-03T06:04:00Z,WS03_HYDRAULIC_PRESS,WS03_HYDRAULIC_PRESS_CYCLE_TIME,4.203,s,GOOD,Day,PN-5519-C
2025-03-03T06:04:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_JOINT_TORQUE,38.2204,Nm,GOOD,Day,PN-8820-D
2025-03-03T06:04:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_CYCLE_TIME,12.985,s,GOOD,Day,PN-8820-D
2025-03-03T06:04:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_MOTOR_TEMP,52.9069,°C,GOOD,Day,PN-8820-D
2025-03-03T06:04:00Z,WS04_ASSEMBLY_ROBOT,WS04_ASSEMBLY_ROBOT_POSITION_ERR,0.0395,mm,GOOD,Day,PN-8820-D
