gtId,sensor,type,status,detector,matchedRules,gtStart,gtEnd,detStart,detEnd,latencyMin,coveragePct,run_file
GT-0011,CHM01_CHEMICALSTORAGE_TMP,OUT_OF_RANGE,COVERED,threshold,MAINT-07,2026-01-09T08:00:00,2026-01-09T08:45:00,2026-01-09T08:00:00,2026-01-09T08:45:00,0.0,100.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run1_20260804_125255.csv
GT-0012,WRH01_WAREHOUSE_TMP,DRIFT,COVERED,threshold,WRH01_WAREHOUSE_TMP,2026-01-09T10:00:00,2026-01-09T13:00:00,2026-01-09T12:19:00,2026-01-09T13:00:00,139.0,22.8,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run1_20260804_125255.csv
GT-0013,RND01_RDLAB_HUM,DRIFT,COVERED,threshold,RND01_RDLAB_HUM,2026-01-09T11:30:00,2026-01-09T13:00:00,2026-01-09T12:49:30,2026-01-09T13:00:00,79.5,11.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run1_20260804_125255.csv
GT-0014,ST04_PACKAGING_VIB,SPIKE,COVERED,threshold,ST04_PACKAGING_VIB,2026-01-09T13:00:00,2026-01-09T13:01:00,2026-01-09T13:00:00,2026-01-09T13:00:30,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run1_20260804_125255.csv
GT-0001,ST02_SEALING_TMP,SPIKE,COVERED,threshold,RULE_ST02_SEALING_TMP,2026-01-06T08:30:00,2026-01-06T08:33:00,2026-01-06T08:30:00,2026-01-06T08:30:30,0.0,16.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0002,ST01_FILLING_PRS,DRIFT,COVERED,threshold,RULE_ST01_FILLING_PRS,2026-01-06T11:00:00,2026-01-06T11:45:00,2026-01-06T11:39:00,2026-01-06T11:45:00,39.0,13.3,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0003,ST04_PACKAGING_VIB,DRIFT,COVERED,drift|threshold,MAINT-01|RULE_ST04_PACKAGING_VIB,2026-01-07T07:00:00,2026-01-07T08:30:00,2026-01-07T07:47:00,2026-01-07T09:06:00,47.0,47.8,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0004,ST03_LABELLING_TEN,STUCK,COVERED,stuck,MAINT-03,2026-01-07T09:30:00,2026-01-07T09:42:00,2026-01-07T09:35:00,2026-01-07T09:42:00,5.0,58.3,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0005,SRV01_SERVERROOM_TMP,OUT_OF_RANGE,COVERED,threshold,MAINT-05,2026-01-07T12:00:00,2026-01-07T12:20:00,2026-01-07T12:00:00,2026-01-07T12:20:00,0.0,100.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0006,CAF01_CAFETERIA_TMP,OUT_OF_RANGE,COVERED,threshold,RULE_CAF01_CAFETERIA_TMP,2026-01-07T16:00:00,2026-01-07T16:30:00,2026-01-07T16:20:30,2026-01-07T16:30:00,20.5,31.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0007,ST01_FILLING_FLW,SPIKE,COVERED,threshold,RULE_ST01_FILLING_FLW,2026-01-08T06:30:00,2026-01-08T06:32:00,2026-01-08T06:30:00,2026-01-08T06:31:00,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0008,ST02_SEALING_CUR,DRIFT,COVERED,threshold,RULE_ST02_SEALING_CUR,2026-01-08T08:00:00,2026-01-08T10:00:00,2026-01-08T09:18:30,2026-01-08T10:00:00,78.5,34.6,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0009,ST04_PACKAGING_SPD,CORRELATED,GAP,,,2026-01-08T09:30:00,2026-01-08T10:30:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0010,ST03_LABELLING_CNT,OUT_OF_RANGE,COVERED,threshold,RULE_ST03_LABELLING_CNT,2026-01-09T07:30:00,2026-01-09T07:55:00,2026-01-09T07:35:00,2026-01-09T07:55:00,5.0,80.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0011,CHM01_CHEMICALSTORAGE_TMP,OUT_OF_RANGE,COVERED,threshold,MAINT-07,2026-01-09T08:00:00,2026-01-09T08:45:00,2026-01-09T08:00:00,2026-01-09T08:45:00,0.0,100.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0012,WRH01_WAREHOUSE_TMP,DRIFT,COVERED,threshold,RULE_WRH01_WAREHOUSE_TMP,2026-01-09T10:00:00,2026-01-09T13:00:00,2026-01-09T12:19:00,2026-01-09T13:00:00,139.0,22.8,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0013,RND01_RDLAB_HUM,DRIFT,COVERED,drift|threshold,MAINT-08|RULE_RND01_RDLAB_HUM,2026-01-09T11:30:00,2026-01-09T13:00:00,2026-01-09T12:49:30,2026-01-09T13:14:00,79.5,11.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0014,ST04_PACKAGING_VIB,SPIKE,COVERED,threshold,RULE_ST04_PACKAGING_VIB,2026-01-09T13:00:00,2026-01-09T13:01:00,2026-01-09T13:00:00,2026-01-09T13:00:30,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run2_20260804_125429.csv
GT-0001,ST02_SEALING_TMP,SPIKE,COVERED,threshold,RULE-ST02-01,2026-01-06T08:30:00,2026-01-06T08:33:00,2026-01-06T08:30:00,2026-01-06T08:32:00,0.0,66.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0002,ST01_FILLING_PRS,DRIFT,GAP,,,2026-01-06T11:00:00,2026-01-06T11:45:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0003,ST04_PACKAGING_VIB,DRIFT,COVERED,threshold,RULE-ST04_PACKAGING_VIB,2026-01-07T07:00:00,2026-01-07T08:30:00,2026-01-07T07:47:00,2026-01-07T08:30:00,47.0,47.8,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0004,ST03_LABELLING_TEN,STUCK,COVERED,stuck,MAINT-03,2026-01-07T09:30:00,2026-01-07T09:42:00,2026-01-07T09:35:00,2026-01-07T09:42:00,5.0,58.3,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0005,SRV01_SERVERROOM_TMP,OUT_OF_RANGE,COVERED,threshold,MAINT-05,2026-01-07T12:00:00,2026-01-07T12:20:00,2026-01-07T12:00:00,2026-01-07T12:20:00,0.0,100.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0006,CAF01_CAFETERIA_TMP,OUT_OF_RANGE,COVERED,threshold,RULE-CAF01_CAFETERIA_TMP,2026-01-07T16:00:00,2026-01-07T16:30:00,2026-01-07T16:20:30,2026-01-07T16:30:00,20.5,31.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0007,ST01_FILLING_FLW,SPIKE,COVERED,threshold,RULE-ST01_FILLING_FLW,2026-01-08T06:30:00,2026-01-08T06:32:00,2026-01-08T06:30:00,2026-01-08T06:31:00,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0008,ST02_SEALING_CUR,DRIFT,COVERED,threshold,RULE-ST02_SEALING_CUR,2026-01-08T08:00:00,2026-01-08T10:00:00,2026-01-08T09:18:30,2026-01-08T10:00:00,78.5,34.6,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0009,ST04_PACKAGING_SPD,CORRELATED,GAP,,,2026-01-08T09:30:00,2026-01-08T10:30:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0010,ST03_LABELLING_CNT,OUT_OF_RANGE,COVERED,threshold,RULE-ST03_LABELLING_CNT,2026-01-09T07:30:00,2026-01-09T07:55:00,2026-01-09T07:35:00,2026-01-09T07:55:00,5.0,80.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0011,CHM01_CHEMICALSTORAGE_TMP,OUT_OF_RANGE,COVERED,threshold,RULE-CHM01_CHEMICALSTORAGE_TMP,2026-01-09T08:00:00,2026-01-09T08:45:00,2026-01-09T08:05:00,2026-01-09T08:45:00,5.0,88.9,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0012,WRH01_WAREHOUSE_TMP,DRIFT,COVERED,threshold,RULE-WRH01_WAREHOUSE_TMP,2026-01-09T10:00:00,2026-01-09T13:00:00,2026-01-09T12:19:00,2026-01-09T13:00:00,139.0,22.8,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0013,RND01_RDLAB_HUM,DRIFT,COVERED,threshold,RULE-RND01_RDLAB_HUM,2026-01-09T11:30:00,2026-01-09T13:00:00,2026-01-09T12:49:30,2026-01-09T13:00:00,79.5,11.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0014,ST04_PACKAGING_VIB,SPIKE,COVERED,threshold,RULE-ST04-02,2026-01-09T13:00:00,2026-01-09T13:01:00,2026-01-09T13:00:00,2026-01-09T13:00:30,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run3_20260804_125555.csv
GT-0001,ST02_SEALING_TMP,SPIKE,COVERED,threshold,SOP-002_ST02_SEALING_CRIT_HI,2026-01-06T08:30:00,2026-01-06T08:33:00,2026-01-06T08:30:00,2026-01-06T08:30:30,0.0,16.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0002,ST01_FILLING_PRS,DRIFT,GAP,,,2026-01-06T11:00:00,2026-01-06T11:45:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0003,ST04_PACKAGING_VIB,DRIFT,GAP,,,2026-01-07T07:00:00,2026-01-07T08:30:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0004,ST03_LABELLING_TEN,STUCK,GAP,,,2026-01-07T09:30:00,2026-01-07T09:42:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0005,SRV01_SERVERROOM_TMP,OUT_OF_RANGE,COVERED,threshold,MAINT-05,2026-01-07T12:00:00,2026-01-07T12:20:00,2026-01-07T12:00:00,2026-01-07T12:20:00,0.0,100.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0006,CAF01_CAFETERIA_TMP,OUT_OF_RANGE,GAP,,,2026-01-07T16:00:00,2026-01-07T16:30:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0007,ST01_FILLING_FLW,SPIKE,GAP,,,2026-01-08T06:30:00,2026-01-08T06:32:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0008,ST02_SEALING_CUR,DRIFT,COVERED,threshold,SOP-002_ST02_SEALING_CUR,2026-01-08T08:00:00,2026-01-08T10:00:00,2026-01-06T06:00:00,2026-01-09T13:59:30,-3000.0,100.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0009,ST04_PACKAGING_SPD,CORRELATED,GAP,,,2026-01-08T09:30:00,2026-01-08T10:30:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0010,ST03_LABELLING_CNT,OUT_OF_RANGE,GAP,,,2026-01-09T07:30:00,2026-01-09T07:55:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0011,CHM01_CHEMICALSTORAGE_TMP,OUT_OF_RANGE,GAP,,,2026-01-09T08:00:00,2026-01-09T08:45:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0012,WRH01_WAREHOUSE_TMP,DRIFT,GAP,,,2026-01-09T10:00:00,2026-01-09T13:00:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0013,RND01_RDLAB_HUM,DRIFT,GAP,,,2026-01-09T11:30:00,2026-01-09T13:00:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0014,ST04_PACKAGING_VIB,SPIKE,COVERED,threshold,SOP-002_ST04_PACKAGING_CRIT_HI_VIB,2026-01-09T13:00:00,2026-01-09T13:01:00,2026-01-09T13:00:00,2026-01-09T13:00:30,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run4_20260804_125846.csv
GT-0001,ST02_SEALING_TMP,SPIKE,COVERED,threshold,RULE-ST02-02,2026-01-06T08:30:00,2026-01-06T08:33:00,2026-01-06T08:30:00,2026-01-06T08:30:30,0.0,16.7,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0002,ST01_FILLING_PRS,DRIFT,GAP,,,2026-01-06T11:00:00,2026-01-06T11:45:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0003,ST04_PACKAGING_VIB,DRIFT,COVERED,threshold,RULE-ST04-01,2026-01-07T07:00:00,2026-01-07T08:30:00,2026-01-07T07:47:00,2026-01-07T08:30:00,47.0,47.8,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0004,ST03_LABELLING_TEN,STUCK,GAP,,,2026-01-07T09:30:00,2026-01-07T09:42:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0005,SRV01_SERVERROOM_TMP,OUT_OF_RANGE,GAP,,,2026-01-07T12:00:00,2026-01-07T12:20:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0006,CAF01_CAFETERIA_TMP,OUT_OF_RANGE,GAP,,,2026-01-07T16:00:00,2026-01-07T16:30:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0007,ST01_FILLING_FLW,SPIKE,COVERED,threshold,3,2026-01-08T06:30:00,2026-01-08T06:32:00,2026-01-08T06:30:00,2026-01-08T06:31:00,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0008,ST02_SEALING_CUR,DRIFT,GAP,,,2026-01-08T08:00:00,2026-01-08T10:00:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0009,ST04_PACKAGING_SPD,CORRELATED,GAP,,,2026-01-08T09:30:00,2026-01-08T10:30:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0010,ST03_LABELLING_CNT,OUT_OF_RANGE,COVERED,threshold,9,2026-01-09T07:30:00,2026-01-09T07:55:00,2026-01-09T07:40:30,2026-01-09T07:55:00,10.5,58.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0011,CHM01_CHEMICALSTORAGE_TMP,OUT_OF_RANGE,GAP,,,2026-01-09T08:00:00,2026-01-09T08:45:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0012,WRH01_WAREHOUSE_TMP,DRIFT,GAP,,,2026-01-09T10:00:00,2026-01-09T13:00:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0013,RND01_RDLAB_HUM,DRIFT,GAP,,,2026-01-09T11:30:00,2026-01-09T13:00:00,,,,,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
GT-0014,ST04_PACKAGING_VIB,SPIKE,COVERED,threshold,RULE-ST04-01,2026-01-09T13:00:00,2026-01-09T13:01:00,2026-01-09T13:00:00,2026-01-09T13:00:30,0.0,50.0,ext_nemotron-3-nano-30b_react_abox_ctexts_s42_run5_20260804_130014.csv
