timestamp,day,shift,zone,person_id,role,csi_subject,csi_gesture,zone_count,zone_max,occupancy_anomaly,oc_severity
2026-01-06T06:00:30,1,Morning,Production Area,P007,operator,soggetto 7,walking,10,12,NORMAL,
2026-01-06T06:00:30,1,Morning,Production Area,P009,operator,soggetto 9,sit_stand,10,12,NORMAL,
2026-01-06T06:00:30,1,Morning,Production Area,P011,operator,soggetto 11,picking,10,12,NORMAL,
2026-01-06T06:00:30,1,Morning,Production Area,P021,technician,soggetto 21,picking,10,12,NORMAL,
2026-01-06T06:00:30,1,Morning,Production Area,P023,technician,soggetto 23,standing,10,12,NORMAL,
2026-01-06T06:00:30,1,Morning,Production Area,P031,supervisor,soggetto 31,walking,10,12,NORMAL,
2026-01-06T06:00:30,1,Morning,Production Area,P039,manager,soggetto 39,standing,10,12,NORMAL,
2026-01-06T06:00:30,1,Morning,General Warehouse,P013,operator,soggetto 13,walking,3,4,NORMAL,
2026-01-06T06:00:30,1,Morning,General Warehouse,P015,operator,soggetto 15,sit_stand,3,4,NORMAL,
2026-01-06T06:00:30,1,Morning,General Warehouse,P025,technician,soggetto 25,standing,3,4,NORMAL,
2026-01-06T06:00:30,1,Morning,Cafeteria,P017,operator,soggetto 17,picking,2,5,NORMAL,
2026-01-06T06:00:30,1,Morning,Cafeteria,P019,operator,soggetto 19,sit_stand,2,5,NORMAL,
2026-01-06T06:00:30,1,Morning,Server Room,P027,technician,soggetto 27,standing,2,2,NORMAL,
2026-01-06T06:00:30,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:00:30,1,Morning,R&D Lab,P029,technician,soggetto 29,picking,2,6,NORMAL,
2026-01-06T06:00:30,1,Morning,R&D Lab,P037,supervisor,soggetto 37,standing,2,6,NORMAL,
2026-01-06T06:00:30,1,Morning,Main Entrance,P033,supervisor,soggetto 33,walking,2,8,NORMAL,
2026-01-06T06:00:30,1,Morning,Main Entrance,P041,manager,soggetto 41,standing,2,8,NORMAL,
2026-01-06T06:00:30,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,standing,1,4,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P001,operator,soggetto 1,sit_stand,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P003,operator,soggetto 3,picking,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P005,operator,soggetto 5,walking,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P007,operator,soggetto 7,sit_stand,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P009,operator,soggetto 9,walking,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P011,operator,soggetto 11,standing,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P021,technician,soggetto 21,standing,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P023,technician,soggetto 23,picking,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P031,supervisor,soggetto 31,standing,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,Production Area,P039,manager,soggetto 39,walking,10,12,NORMAL,
2026-01-06T06:01:00,1,Morning,General Warehouse,P013,operator,soggetto 13,sit_stand,3,4,NORMAL,
2026-01-06T06:01:00,1,Morning,General Warehouse,P015,operator,soggetto 15,standing,3,4,NORMAL,
2026-01-06T06:01:00,1,Morning,General Warehouse,P025,technician,soggetto 25,picking,3,4,NORMAL,
2026-01-06T06:01:00,1,Morning,Cafeteria,P017,operator,soggetto 17,sit_stand,2,5,NORMAL,
2026-01-06T06:01:00,1,Morning,Cafeteria,P019,operator,soggetto 19,picking,2,5,NORMAL,
2026-01-06T06:01:00,1,Morning,Server Room,P027,technician,soggetto 27,picking,2,2,NORMAL,
2026-01-06T06:01:00,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:01:00,1,Morning,R&D Lab,P029,technician,soggetto 29,walking,2,6,NORMAL,
2026-01-06T06:01:00,1,Morning,R&D Lab,P037,supervisor,soggetto 37,walking,2,6,NORMAL,
2026-01-06T06:01:00,1,Morning,Main Entrance,P033,supervisor,soggetto 33,walking,2,8,NORMAL,
2026-01-06T06:01:00,1,Morning,Main Entrance,P041,manager,soggetto 41,walking,2,8,NORMAL,
2026-01-06T06:01:00,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,walking,1,4,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P001,operator,soggetto 1,picking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P003,operator,soggetto 3,walking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P005,operator,soggetto 5,picking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P007,operator,soggetto 7,walking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P009,operator,soggetto 9,walking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P011,operator,soggetto 11,standing,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P021,technician,soggetto 21,picking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P023,technician,soggetto 23,picking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P031,supervisor,soggetto 31,walking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,Production Area,P039,manager,soggetto 39,walking,10,12,NORMAL,
2026-01-06T06:01:30,1,Morning,General Warehouse,P013,operator,soggetto 13,walking,3,4,NORMAL,
2026-01-06T06:01:30,1,Morning,General Warehouse,P015,operator,soggetto 15,walking,3,4,NORMAL,
2026-01-06T06:01:30,1,Morning,General Warehouse,P025,technician,soggetto 25,picking,3,4,NORMAL,
2026-01-06T06:01:30,1,Morning,Cafeteria,P017,operator,soggetto 17,picking,2,5,NORMAL,
2026-01-06T06:01:30,1,Morning,Cafeteria,P019,operator,soggetto 19,walking,2,5,NORMAL,
2026-01-06T06:01:30,1,Morning,Server Room,P027,technician,soggetto 27,walking,2,2,NORMAL,
2026-01-06T06:01:30,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:01:30,1,Morning,R&D Lab,P029,technician,soggetto 29,standing,2,6,NORMAL,
2026-01-06T06:01:30,1,Morning,R&D Lab,P037,supervisor,soggetto 37,walking,2,6,NORMAL,
2026-01-06T06:01:30,1,Morning,Main Entrance,P033,supervisor,soggetto 33,standing,2,8,NORMAL,
2026-01-06T06:01:30,1,Morning,Main Entrance,P041,manager,soggetto 41,walking,2,8,NORMAL,
2026-01-06T06:01:30,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,standing,1,4,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P001,operator,soggetto 1,picking,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P003,operator,soggetto 3,standing,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P005,operator,soggetto 5,standing,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P007,operator,soggetto 7,picking,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P009,operator,soggetto 9,picking,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P011,operator,soggetto 11,standing,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P021,technician,soggetto 21,standing,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P023,technician,soggetto 23,picking,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P031,supervisor,soggetto 31,walking,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,Production Area,P039,manager,soggetto 39,walking,10,12,NORMAL,
2026-01-06T06:02:00,1,Morning,General Warehouse,P013,operator,soggetto 13,walking,3,4,NORMAL,
2026-01-06T06:02:00,1,Morning,General Warehouse,P015,operator,soggetto 15,sit_stand,3,4,NORMAL,
2026-01-06T06:02:00,1,Morning,General Warehouse,P025,technician,soggetto 25,standing,3,4,NORMAL,
2026-01-06T06:02:00,1,Morning,Cafeteria,P017,operator,soggetto 17,walking,2,5,NORMAL,
2026-01-06T06:02:00,1,Morning,Cafeteria,P019,operator,soggetto 19,standing,2,5,NORMAL,
2026-01-06T06:02:00,1,Morning,Server Room,P027,technician,soggetto 27,walking,2,2,NORMAL,
2026-01-06T06:02:00,1,Morning,Server Room,P043,security,soggetto 43,walking,2,2,NORMAL,
2026-01-06T06:02:00,1,Morning,R&D Lab,P029,technician,soggetto 29,walking,2,6,NORMAL,
2026-01-06T06:02:00,1,Morning,R&D Lab,P037,supervisor,soggetto 37,walking,2,6,NORMAL,
2026-01-06T06:02:00,1,Morning,Main Entrance,P033,supervisor,soggetto 33,walking,2,8,NORMAL,
2026-01-06T06:02:00,1,Morning,Main Entrance,P041,manager,soggetto 41,standing,2,8,NORMAL,
2026-01-06T06:02:00,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,walking,1,4,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P001,operator,soggetto 1,standing,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P003,operator,soggetto 3,picking,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P005,operator,soggetto 5,walking,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P007,operator,soggetto 7,walking,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P009,operator,soggetto 9,walking,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P011,operator,soggetto 11,sit_stand,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P021,technician,soggetto 21,standing,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P023,technician,soggetto 23,picking,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P031,supervisor,soggetto 31,standing,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,Production Area,P039,manager,soggetto 39,walking,10,12,NORMAL,
2026-01-06T06:02:30,1,Morning,General Warehouse,P013,operator,soggetto 13,picking,3,4,NORMAL,
2026-01-06T06:02:30,1,Morning,General Warehouse,P015,operator,soggetto 15,walking,3,4,NORMAL,
2026-01-06T06:02:30,1,Morning,General Warehouse,P025,technician,soggetto 25,picking,3,4,NORMAL,
2026-01-06T06:02:30,1,Morning,Cafeteria,P017,operator,soggetto 17,picking,2,5,NORMAL,
2026-01-06T06:02:30,1,Morning,Cafeteria,P019,operator,soggetto 19,picking,2,5,NORMAL,
2026-01-06T06:02:30,1,Morning,Server Room,P027,technician,soggetto 27,picking,2,2,NORMAL,
2026-01-06T06:02:30,1,Morning,Server Room,P043,security,soggetto 43,walking,2,2,NORMAL,
2026-01-06T06:02:30,1,Morning,R&D Lab,P029,technician,soggetto 29,picking,2,6,NORMAL,
2026-01-06T06:02:30,1,Morning,R&D Lab,P037,supervisor,soggetto 37,standing,2,6,NORMAL,
2026-01-06T06:02:30,1,Morning,Main Entrance,P033,supervisor,soggetto 33,walking,2,8,NORMAL,
2026-01-06T06:02:30,1,Morning,Main Entrance,P041,manager,soggetto 41,standing,2,8,NORMAL,
2026-01-06T06:02:30,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,standing,1,4,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P001,operator,soggetto 1,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P003,operator,soggetto 3,sit_stand,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P005,operator,soggetto 5,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P007,operator,soggetto 7,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P009,operator,soggetto 9,walking,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P011,operator,soggetto 11,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P021,technician,soggetto 21,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P023,technician,soggetto 23,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P031,supervisor,soggetto 31,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,Production Area,P039,manager,soggetto 39,standing,10,12,NORMAL,
2026-01-06T06:03:00,1,Morning,General Warehouse,P013,operator,soggetto 13,walking,3,4,NORMAL,
2026-01-06T06:03:00,1,Morning,General Warehouse,P015,operator,soggetto 15,sit_stand,3,4,NORMAL,
2026-01-06T06:03:00,1,Morning,General Warehouse,P025,technician,soggetto 25,picking,3,4,NORMAL,
2026-01-06T06:03:00,1,Morning,Cafeteria,P017,operator,soggetto 17,walking,2,5,NORMAL,
2026-01-06T06:03:00,1,Morning,Cafeteria,P019,operator,soggetto 19,standing,2,5,NORMAL,
2026-01-06T06:03:00,1,Morning,Server Room,P027,technician,soggetto 27,picking,2,2,NORMAL,
2026-01-06T06:03:00,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:03:00,1,Morning,R&D Lab,P029,technician,soggetto 29,picking,2,6,NORMAL,
2026-01-06T06:03:00,1,Morning,R&D Lab,P037,supervisor,soggetto 37,standing,2,6,NORMAL,
2026-01-06T06:03:00,1,Morning,Main Entrance,P033,supervisor,soggetto 33,walking,2,8,NORMAL,
2026-01-06T06:03:00,1,Morning,Main Entrance,P041,manager,soggetto 41,standing,2,8,NORMAL,
2026-01-06T06:03:00,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,walking,1,4,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P001,operator,soggetto 1,sit_stand,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P003,operator,soggetto 3,picking,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P005,operator,soggetto 5,standing,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P007,operator,soggetto 7,sit_stand,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P009,operator,soggetto 9,picking,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P011,operator,soggetto 11,sit_stand,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P021,technician,soggetto 21,picking,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P023,technician,soggetto 23,standing,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P031,supervisor,soggetto 31,walking,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,Production Area,P039,manager,soggetto 39,walking,10,12,NORMAL,
2026-01-06T06:03:30,1,Morning,General Warehouse,P013,operator,soggetto 13,picking,3,4,NORMAL,
2026-01-06T06:03:30,1,Morning,General Warehouse,P015,operator,soggetto 15,walking,3,4,NORMAL,
2026-01-06T06:03:30,1,Morning,General Warehouse,P025,technician,soggetto 25,standing,3,4,NORMAL,
2026-01-06T06:03:30,1,Morning,Cafeteria,P017,operator,soggetto 17,picking,2,5,NORMAL,
2026-01-06T06:03:30,1,Morning,Cafeteria,P019,operator,soggetto 19,standing,2,5,NORMAL,
2026-01-06T06:03:30,1,Morning,Server Room,P027,technician,soggetto 27,walking,2,2,NORMAL,
2026-01-06T06:03:30,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:03:30,1,Morning,R&D Lab,P029,technician,soggetto 29,walking,2,6,NORMAL,
2026-01-06T06:03:30,1,Morning,R&D Lab,P037,supervisor,soggetto 37,standing,2,6,NORMAL,
2026-01-06T06:03:30,1,Morning,Main Entrance,P033,supervisor,soggetto 33,standing,2,8,NORMAL,
2026-01-06T06:03:30,1,Morning,Main Entrance,P041,manager,soggetto 41,walking,2,8,NORMAL,
2026-01-06T06:03:30,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,walking,1,4,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P001,operator,soggetto 1,picking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P003,operator,soggetto 3,walking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P005,operator,soggetto 5,walking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P007,operator,soggetto 7,walking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P009,operator,soggetto 9,standing,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P011,operator,soggetto 11,picking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P021,technician,soggetto 21,picking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P023,technician,soggetto 23,picking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P031,supervisor,soggetto 31,walking,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,Production Area,P039,manager,soggetto 39,standing,10,12,NORMAL,
2026-01-06T06:04:00,1,Morning,General Warehouse,P013,operator,soggetto 13,walking,3,4,NORMAL,
2026-01-06T06:04:00,1,Morning,General Warehouse,P015,operator,soggetto 15,sit_stand,3,4,NORMAL,
2026-01-06T06:04:00,1,Morning,General Warehouse,P025,technician,soggetto 25,walking,3,4,NORMAL,
2026-01-06T06:04:00,1,Morning,Cafeteria,P017,operator,soggetto 17,walking,2,5,NORMAL,
2026-01-06T06:04:00,1,Morning,Cafeteria,P019,operator,soggetto 19,sit_stand,2,5,NORMAL,
2026-01-06T06:04:00,1,Morning,Server Room,P027,technician,soggetto 27,walking,2,2,NORMAL,
2026-01-06T06:04:00,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:04:00,1,Morning,R&D Lab,P029,technician,soggetto 29,walking,2,6,NORMAL,
2026-01-06T06:04:00,1,Morning,R&D Lab,P037,supervisor,soggetto 37,standing,2,6,NORMAL,
2026-01-06T06:04:00,1,Morning,Main Entrance,P033,supervisor,soggetto 33,walking,2,8,NORMAL,
2026-01-06T06:04:00,1,Morning,Main Entrance,P041,manager,soggetto 41,walking,2,8,NORMAL,
2026-01-06T06:04:00,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,standing,1,4,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P001,operator,soggetto 1,picking,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P003,operator,soggetto 3,walking,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P005,operator,soggetto 5,standing,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P007,operator,soggetto 7,standing,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P009,operator,soggetto 9,standing,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P011,operator,soggetto 11,standing,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P021,technician,soggetto 21,standing,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P023,technician,soggetto 23,picking,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P031,supervisor,soggetto 31,walking,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,Production Area,P039,manager,soggetto 39,walking,10,12,NORMAL,
2026-01-06T06:04:30,1,Morning,General Warehouse,P013,operator,soggetto 13,walking,3,4,NORMAL,
2026-01-06T06:04:30,1,Morning,General Warehouse,P015,operator,soggetto 15,walking,3,4,NORMAL,
2026-01-06T06:04:30,1,Morning,General Warehouse,P025,technician,soggetto 25,standing,3,4,NORMAL,
2026-01-06T06:04:30,1,Morning,Cafeteria,P017,operator,soggetto 17,standing,2,5,NORMAL,
2026-01-06T06:04:30,1,Morning,Cafeteria,P019,operator,soggetto 19,standing,2,5,NORMAL,
2026-01-06T06:04:30,1,Morning,Server Room,P027,technician,soggetto 27,picking,2,2,NORMAL,
2026-01-06T06:04:30,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:04:30,1,Morning,R&D Lab,P029,technician,soggetto 29,picking,2,6,NORMAL,
2026-01-06T06:04:30,1,Morning,R&D Lab,P037,supervisor,soggetto 37,standing,2,6,NORMAL,
2026-01-06T06:04:30,1,Morning,Main Entrance,P033,supervisor,soggetto 33,standing,2,8,NORMAL,
2026-01-06T06:04:30,1,Morning,Main Entrance,P041,manager,soggetto 41,standing,2,8,NORMAL,
2026-01-06T06:04:30,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,standing,1,4,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P001,operator,soggetto 1,walking,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P003,operator,soggetto 3,picking,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P005,operator,soggetto 5,walking,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P007,operator,soggetto 7,standing,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P009,operator,soggetto 9,picking,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P011,operator,soggetto 11,walking,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P021,technician,soggetto 21,standing,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P023,technician,soggetto 23,picking,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P031,supervisor,soggetto 31,standing,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,Production Area,P039,manager,soggetto 39,standing,10,12,NORMAL,
2026-01-06T06:05:00,1,Morning,General Warehouse,P013,operator,soggetto 13,picking,3,4,NORMAL,
2026-01-06T06:05:00,1,Morning,General Warehouse,P015,operator,soggetto 15,sit_stand,3,4,NORMAL,
2026-01-06T06:05:00,1,Morning,General Warehouse,P025,technician,soggetto 25,picking,3,4,NORMAL,
2026-01-06T06:05:00,1,Morning,Cafeteria,P017,operator,soggetto 17,picking,2,5,NORMAL,
2026-01-06T06:05:00,1,Morning,Cafeteria,P019,operator,soggetto 19,standing,2,5,NORMAL,
2026-01-06T06:05:00,1,Morning,Server Room,P027,technician,soggetto 27,picking,2,2,NORMAL,
2026-01-06T06:05:00,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:05:00,1,Morning,R&D Lab,P029,technician,soggetto 29,standing,2,6,NORMAL,
2026-01-06T06:05:00,1,Morning,R&D Lab,P037,supervisor,soggetto 37,walking,2,6,NORMAL,
2026-01-06T06:05:00,1,Morning,Main Entrance,P033,supervisor,soggetto 33,standing,2,8,NORMAL,
2026-01-06T06:05:00,1,Morning,Main Entrance,P041,manager,soggetto 41,standing,2,8,NORMAL,
2026-01-06T06:05:00,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,standing,1,4,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P001,operator,soggetto 1,walking,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P003,operator,soggetto 3,standing,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P005,operator,soggetto 5,picking,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P007,operator,soggetto 7,sit_stand,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P009,operator,soggetto 9,sit_stand,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P011,operator,soggetto 11,walking,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P021,technician,soggetto 21,picking,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P023,technician,soggetto 23,walking,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P031,supervisor,soggetto 31,walking,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,Production Area,P039,manager,soggetto 39,standing,10,12,NORMAL,
2026-01-06T06:05:30,1,Morning,General Warehouse,P013,operator,soggetto 13,standing,3,4,NORMAL,
2026-01-06T06:05:30,1,Morning,General Warehouse,P015,operator,soggetto 15,picking,3,4,NORMAL,
2026-01-06T06:05:30,1,Morning,General Warehouse,P025,technician,soggetto 25,picking,3,4,NORMAL,
2026-01-06T06:05:30,1,Morning,Cafeteria,P017,operator,soggetto 17,picking,2,5,NORMAL,
2026-01-06T06:05:30,1,Morning,Cafeteria,P019,operator,soggetto 19,sit_stand,2,5,NORMAL,
2026-01-06T06:05:30,1,Morning,Server Room,P027,technician,soggetto 27,walking,2,2,NORMAL,
2026-01-06T06:05:30,1,Morning,Server Room,P043,security,soggetto 43,standing,2,2,NORMAL,
2026-01-06T06:05:30,1,Morning,R&D Lab,P029,technician,soggetto 29,standing,2,6,NORMAL,
2026-01-06T06:05:30,1,Morning,R&D Lab,P037,supervisor,soggetto 37,standing,2,6,NORMAL,
2026-01-06T06:05:30,1,Morning,Main Entrance,P033,supervisor,soggetto 33,walking,2,8,NORMAL,
2026-01-06T06:05:30,1,Morning,Main Entrance,P041,manager,soggetto 41,walking,2,8,NORMAL,
2026-01-06T06:05:30,1,Morning,Chemical Storage,P035,supervisor,soggetto 35,walking,1,4,NORMAL,
