ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,HUM,HUM above 70%RH,- inspect drainage and activate ventilation.,WARNING,70,70,,,%RH,SOP_001_OperatingProcedures.txt,gemma-3-4b-it,few_shot_static
RULE-CAF01-03,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,TMP,TMP above 26°C,- check ventilation system. Occupant comfort is the primary criterion.,WARNING,26,26,,,°C,SOP_001_OperatingProcedures.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST01_FILLING-TMP-CRIT,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,TMP,,,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST01_FILLING-PRS-CRIT,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,,,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST01_FILLING-FLW-CRIT,ThresholdRule,ST01_FILLING,ST01_FILLING_FLW,FLW,,,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST02_SEALING-TMP-CRIT,ThresholdRule,ST02_SEALING,ST02_SEALING_TMP,TMP,,,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST02_SEALING-PRS-CRIT,ThresholdRule,ST02_SEALING,ST02_SEALING_PRS,PRS,,,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST02_SEALING-CUR-CRIT,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,CUR,,,CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST03_LABELLING-SPD-CRIT,ThresholdRule,ST03_LABELLING,ST03_LABELLING_SPD,SPD,,,CRITICAL,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST03_LABELLING-TEN-CRIT,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,,,CRITICAL,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST03_LABELLING-CNT-CRIT,ThresholdRule,ST03_LABELLING,ST03_LABELLING_CNT,CNT,,,CRITICAL,140,130,110,100,pcs/m in,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST04_PACKAGING-VIB-CRIT,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,,,CRITICAL,0.35,0.2,0.01,0.01,mm/s,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST04_PACKAGING-CUR-CRIT,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_CUR,CUR,,,CRITICAL,11,9.8,7.5,6.5,A,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-ST04_PACKAGING-SPD-CRIT,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_SPD,SPD,,,CRITICAL,1.6,1.4,0.85,0.65,m/s,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-SRV01_SERVERROOM-TMP-CRIT,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,,,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-SRV01_SERVERROOM-HUM-CRIT,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_HUM,HUM,,,CRITICAL,70,60,30,25,%RH,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-WRH01_WAREHOUSE-TMP-CRIT,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,,,CRITICAL,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-WRH01_WAREHOUSE-HUM-CRIT,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,HUM,,,CRITICAL,90,85,60,55,%RH,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-CHM01_CHEMICALSTORAGE-TMP-CRIT,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,,,CRITICAL,25,20,10,5,°C,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-CHM01_CHEMICALSTORAGE-HUM-CRIT,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_HUM,HUM,,,CRITICAL,60,50,35,15,%RH,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-RND01_RDLAB-TMP-CRIT,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,TMP,,,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-RND01_RDLAB-TEN-CRIT,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TEN,TEN,,,CRITICAL,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-CAF01_CAFETERIA-TMP-CRIT,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,TMP,,,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
RULE-THR-CAF01_CAFETERIA-HUM-CRIT,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,HUM,,,CRITICAL,80,70,35,25,%RH,SOP_002_AlarmThresholds.txt,gemma-3-4b-it,few_shot_static
MAINT-01,MaintenanceRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,ST04_PACKAGING_VIB drift >0.05 mm/s over 60 min,Inspect and lubricate bearing,HIGH,,,,,mm/s,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
MAINT-02,MaintenanceRule,ST02_SEALING,ST02_SEALING_CUR,CUR,ST02_SEALING_CUR drift >1.0 A for 30+ min,Inspect sealing jaw,HIGH,,,,,A,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
MAINT-03,MaintenanceRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,ST03_LABELLING_TEN stuck >10 samples,Replace sensor,MEDIUM,,,,,samples,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
MAINT-04,MaintenanceRule,ST01_FILLING,ST01_FILLING_PRS,PRS,ST01_FILLING_PRS <3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,,,bar,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
MAINT-05,MaintenanceRule,SRV01_SERVERROM,SRV01_SERVERROM_TMP,TMP,SRV01_SERVERROM_TMP >25°C for >5 min,Activate secondary cooling,CRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
MAINT-06,MaintenanceRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,WRH01_WAREHOUSE_TMP drift >2°C over 2 h,Inspect compressor; notify QC,CRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
MAINT-07,MaintenanceRule,CHM01_CHEMICALS_STORAGE,CHM01_CHEMICALS_STORAGE_TMP,TMP,CHM01_CHEMICALS_STORAGE_TMP >20°C for >10 min,Emergency ventilation; notify safety officer,CRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
MAINT-08,MaintenanceRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,RND01_RDLAB_HUM drift >10%RH over 60 min,Activate dehumidifier; check HVAC drain,HIGH,,,,,%RH,SOP_003_MaintenanceRules.txt,gemma-3-4b-it,few_shot_static
RULE-OCC-PROD-01,AccessRule,Production Area,,,occupancy WARNING above 10 persons; CRITICAL above 12 persons,WARNING above 10; CRITICAL above 12,WARNING,12,10,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-OCC-SERV-01,AccessRule,Server Room,,,occupancy CRITICAL above 2 persons,access badge required,CRITICAL,2,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-OCC-WARE-01,AccessRule,General Warehouse,,,occupancy WARNING above 3 persons,,WARNING,,3,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-OCC-ENTR-01,AccessRule,Main Entrance,,,occupancy Monitoring only,,Monitoring,,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-OCC-CHEM-01,AccessRule,Chemical Storage,,,occupancy CRITICAL above 4 persons,hazmattraining required -see RULE-CHM01-03,CRITICAL,4,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-OCC-RND-01,AccessRule,R&D; Lab,,,occupancy WARNING above 5 persons,precision experiments may be disturbed,WARNING,,5,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-OCC-CAFE-01,AccessRule,Cafeteria,,,occupancy Monitoring only,-occupant comfort,Monitoring,,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-OPER-WARN,AccessRule,,,,operator role — WARNING alarm acknowledgment,must acknowledge within 15 minutes,MANDATORY,,15,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-OPER-CRIT,AccessRule,,,,operator role — CRITICAL alarm acknowledgment,must acknowledge within 3 minutes,MANDATORY,3,,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-TECH-WARN,AccessRule,,,,technician role — WARNING alarm acknowledgment,must acknowledge within 10 minutes,MANDATORY,,10,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-TECH-CRIT,AccessRule,,,,technician role — CRITICAL alarm acknowledgment,must acknowledge within 2 minutes,MANDATORY,2,,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-SUPER-WARN,AccessRule,,,,supervisor role — WARNING alarm acknowledgment,must acknowledge within 5 minutes,MANDATORY,,5,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-SUPER-CRIT,AccessRule,,,,supervisor role — CRITICAL alarm acknowledgment,must acknowledge within 1 minute,MANDATORY,1,,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-MANGR-WARN,AccessRule,,,,manager role — WARNING alarm acknowledgment,must acknowledge within 15 minutes,MANDATORY,,15,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-MANGR-CRIT,AccessRule,,,,manager role — CRITICAL alarm acknowledgment,must acknowledge within 5 minutes,MANDATORY,5,,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-SECUR-WARN,AccessRule,,,,security role — WARNING alarm acknowledgment,must acknowledge within 20 minutes,MANDATORY,,20,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACK-SECUR-CRIT,AccessRule,,,,security role — CRITICAL alarm acknowledgment,must acknowledge within 5 minutes,MANDATORY,5,,,,min,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACCESS-01,AccessRule,,UnauthorisedAccess,,Any entry by an unauthorised role,"MUST be logged as OccupancyEvent::UnauthorisedAccess with person_id, zone, and timestamp.",MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACCESS-02,AccessRule,,,,Security personnel MUST be notified within 2 minutes of detection.,MUST be notified,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACCESS-03,AccessRule,,KG node,,The KG node MUST include authorized=NO and a reference to this rule.,MUST include authorized=NO and a reference to this rule.,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
RULE-ACCESS-04,AccessRule,Chemical Storage,Unauthorised_Access,,Chemical Storage has zero-tolerance policy.,Any UNAUTHORIZED_ACCESS triggers immediate escalation to the Safety Officer regardless of role.,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma-3-4b-it,few_shot_static
