ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,thresholdValue
RULE-THR-ST03-LABELLING-TEN-CRIT-LO,ThresholdRule,ST03_LABELLING,TEN,TEN,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,1.5,N,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-ST03-LABELLING-CNT-CRIT-LO,ThresholdRule,ST03_LABELLING,CNT,CNT,CRIT_LO,E-STOP labelling; inspect label path,CRITICAL,,,,100,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-ST04-PACKAGING-VIB-CRIT-LO,ThresholdRule,ST04_PACKAGING,VIB,VIB,CRIT_LO,E-STOP; inspect main bearing,CRITICAL,,,,0.01,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-ST04-PACKAGING-CUR-CRIT-LO,ThresholdRule,ST04_PACKAGING,CUR,CUR,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,6.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-ST04-PACKAGING-SPD-CRIT-LO,ThresholdRule,ST04_PACKAGING,SPD,SPD,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,0.85,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-SRV01_SERVERROOM-TMP-CRIT-LO,ThresholdRule,SRV01_SERVERROOM,TMP,TMP,CRIT_LO,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,,,,16,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-SRV01_SERVERROOM-HUM-CRIT-LO,ThresholdRule,SRV01_SERVERROOM,HUM,HUM,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-WRH01_WAREHOUSE-TMP-CRIT-LO,ThresholdRule,WRH01_WAREHOUSE,TMP,TMP,CRIT_LO,Activate backup refrigeration; notify,CRITICAL,,,,-1,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-WRH01_WAREHOUSE-HUM-CRIT-LO,ThresholdRule,WRH01_WAREHOUSE,HUM,HUM,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,55,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-CHM01_CHEMICALSTORAGE-TMP-CRIT-LO,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,TMP,CRIT_LO,Activate emergency ventilation; notify safety officer immediately,CRITICAL,,,,5,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-CHM01_CHEMICALSTORAGE-HUM-CRIT-LO,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,HUM,CRIT_LO,Activate desiccant system; inspect storage containers for leaks,CRITICAL,,,,15,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-CAF01_CAFETERIA-TMP-CRIT-LO,ThresholdRule,CAF01_CAFETERIA,TMP,TMP,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,14,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-THR-CAF01_CAFETERIA-HUM-CRIT-LO,ThresholdRule,CAF01_CAFETERIA,HUM,HUM,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
MAINT-01,ThresholdRule,ST04_PACKAGING,VIB,VIB,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,HIGH,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
MAINT-02,ThresholdRule,ST02_SEALING,CUR,CUR,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,1.0
MAINT-03,OperationalRule,ST03_LABELLING,TEN,TEN,TEN STUCK >10 samples,Replace sensor,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,10
MAINT-04,ThresholdRule,ST01_FILLING,PRS,PRS,PRS <3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,3.3
MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP,TMP,TMP >25°C for >5 min,Activate secondary cooling,CRITICAL,25.0,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,25.0
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP,TMP,TMP DRIFT >2°C over 2 h,Inspect compressor; notify QC,CRITICAL,2.0,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,2.0
MAINT-07,ThresholdRule,CHM01_CHEMICALS_STORGE,TMP,TMP,TMP >20°C for >10 min,Emergency ventilation; notify safety officer,CRITICAL,20.0,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,20.0
MAINT-08,ThresholdRule,RND01_RDLAB,HUM,HUM,HUM DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC drain,HIGH,10.0,,,,%RH,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,10.0
RULE-ACCESS-01,OperationalRule,,,,"ANY UNAUTHORIZED ROLE ENTRY REQUIRES LOGGING AS OCCUPANCYEVENT::UNAUTHORISEDACCESS WITH PERSON_ID, ZONE, AND TIMESTAMP",LOG THE EVENT,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-ACCESS-02,ThresholdRule,,,,DETECTION OF UNAUTHORIZED ACCESS REQUIRES SECURITY NOTIFICATION,NOTIFY SECURITY PERSONNEL,CRITICAL,2.0,,,0.0,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-ACCESS-03,OperationalRule,,,,KG NODE MUST INCLUDE AUTHORIZED=NO AND REFERENCE TO THIS RULE,MODIFY KG NODE PROPERTIES,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
RULE-ACCESS-04,ThresholdRule,,,,UNAUTHORIZED ACCESS TO CHEMICAL STORAGE TRIGGERS ESCALATION TO SAFETY OFFICER,IMMEDIATE ESCALATION TO SAFETY OFFICER,CRITICAL,0.0,,,0.0,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run1,1,False,
