ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,warnHigh
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB > 0.20 mm/s (WARNING) - schedule maintenance within 24 h,Schedule maintenance within 24 h,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,0.20
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB > 0.35 mm/s (CRITICAL) - emergency stop; inspect bearings,Emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ST04-03,OperationalRule,ST04_PACKAGING,ST04_PACKAGING_SPD,SPD,SPD drops below 1.00 m/s without operator command - verify RULE-ST02-04,Verify RULE-ST02-04,MANDATORY,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-SRV01-01,OperationalRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP MUST NOT exceed 25°C,Control environment to keep temperature at or below 25°C,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP > 28°C (CRITICAL) - automatic controlled shutdown of all PLC nodes,Automatic controlled shutdown of all PLC nodes,CRITICAL,28.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,TMP MUST remain between 0.5°C and 8°C. CRITICAL above 12°C - notify QC and quarantine batch,Notify QC and quarantine batch when temperature exceeds 12°C,CRITICAL,12.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-WRH01-02,OperationalRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,HUM,HUM above 85%RH - inspect door seals and activate dehumidifier,Inspect door seals and activate dehumidifier,MANDATORY,,,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,TMP MUST remain between 10°C and 20°C. CRITICAL above 25°C - activate emergency ventilation and notify safety officer immediately,Activate emergency ventilation and notify safety officer immediately,CRITICAL,25.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_HUM,HUM,HUM MUST NOT exceed 50%RH. Elevated humidity accelerates degradation of hygroscopic reagents. Activate desiccant system if HUM >45%RH,Activate desiccant system if humidity exceeds 45%RH,MANDATORY,,45.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-CHM01-03,OperationalRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_AUTH,AUTH,Only personnel with hazmat training (technician/supervisor/manager role) are authorised to enter Chemical Storage. UNAUTHORIZED_ACCESS must be escalated within 2 minutes,Escalate unauthorized access within 2 minutes,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-RND01-01,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,TMP,TMP MUST remain between 18°C and 26°C for experimental validity,Maintain temperature within the specified range,MANDATORY,,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-RND01-02,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,HUM drift above 65%RH - activate dehumidifier. Above 75%RH (CRITICAL) - suspend sensitive experiments and inspect HVAC system,"Activate dehumidifier; if above 75%RH, suspend sensitive experiments and inspect HVAC system",CRITICAL,75.0,65.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-CAF01-01,OperationalRule,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,TMP,TMP above 26°C - check ventilation system. Occupant comfort is the primary criterion,Check ventilation system,MANDATORY,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-CAF01-02,OperationalRule,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,HUM,HUM above 70%RH - inspect drainage and activate ventilation,Inspect drainage and activate ventilation,MANDATORY,,,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-CHW01_TMP-CRIT-HI,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,°C,TMP critical thresholds for CHM01_CHEMICALSTORAGE,Activate emergency ventilation; notify safety officer immediately,CRITICAL,25,20,10,5,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-CHW01_HUM-CRIT-HI,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,%RH,HUM critical thresholds for CHM01_CHEMICALSTORAGE,Activate desiccant system; inspect storage containers for leaks,CRITICAL,60,50,20,15,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-SRV01_TMP-CRIT-HI,ThresholdRule,SRV01_SERVERROOM,TMP,°C,TMP critical thresholds for SRV01_SERVERROOM,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-SRV01_HUM-CRIT-HI,ThresholdRule,SRV01_SERVERROOM,HUM,%RH,HUM critical thresholds for SRV01_SERVERROOM,Inspect and notify maintenance,CRITICAL,70,60,30,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-WRH01_TMP-CRIT-HI,ThresholdRule,WRH01_WAREHOUSE,TMP,°C,TMP critical thresholds for WRH01_WAREHOUSE,Activate backup refrigeration; notify,CRITICAL,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-WRH01_HUM-CRIT-HI,ThresholdRule,WRH01_WAREHOUSE,HUM,%RH,HUM critical thresholds for WRH01_WAREHOUSE,Inspect and notify maintenance,CRITICAL,90,85,60,55,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST02_SEALING_TMP-CRIT-HI,ThresholdRule,ST02_SEALING,TMP,°C,TMP critical thresholds for ST02_SEALING,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST02_SEALING_PRCS-CRIT-HI,ThresholdRule,ST02_SEALING,PRS,bar,PRS critical thresholds for ST02_SEALING,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST02_SEALING_CUR-CRIT-HI,ThresholdRule,ST02_SEALING,CUR,A,CUR critical thresholds for ST02_SEALING,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST03_LABELLING_SPD-CRIT-HI,ThresholdRule,ST03_LABELLING,SPD,m/s,SPD critical thresholds for ST03_LABELLING,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST03_LABELLING_TEN-CRIT-HI,ThresholdRule,ST03_LABELLING,TEN,N,TEN critical thresholds for ST03_LABELLING,Inspect and notify maintenance,CRITICAL,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST03_LABELLING_CNT-CRIT-HI,ThresholdRule,ST03_LABELLING,CNT,pcs/m in,CNT critical thresholds for ST03_LABELLING,E-STOP labelling; inspect label path,CRITICAL,140,130,110,100,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST04_PACKAGING_VIB-CRIT-HI,ThresholdRule,ST04_PACKAGING,VIB,mm/s,VIB critical thresholds for ST04_PACKAGING,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.02,0.01,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST04_PACKAGING_CUR-CRIT-HI,ThresholdRule,ST04_PACKAGING,CUR,A,CUR critical thresholds for ST04_PACKAGING,Inspect and notify maintenance,CRITICAL,11,9.8,7.5,6.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST04_PACKAGING_SPD-CRIT-HI,ThresholdRule,ST04_PACKAGING,SPD,m/s,SPD critical thresholds for ST04_PACKAGING,Inspect and notify maintenance,CRITICAL,1.6,1.4,1,0.85,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST01_FILLING_TMP-CRIT-HI,ThresholdRule,ST01_FILLING,TMP,°C,TMP critical thresholds for ST01_FILLING,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST01_FILLING_PRS-CRIT-HI,ThresholdRule,ST01_FILLING,PRS,bar,PRS critical thresholds for ST01_FILLING,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-THR-ST01_FILLING_FLW-CRIT-HI,ThresholdRule,ST01_FILLING,FLW,L/min,FLW critical thresholds for ST01_FILLING,Inspect and notify maintenance,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-01,ThresholdRule,ST04_PACKAGING,VIB_ST04_PACKAGING,VIB,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,HIGH,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-02,ThresholdRule,ST02_SEALING,CUR_ST02_SEALING,CUR,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,1.0,,,,A,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-03,OperationalRule,ST03_LABELLING,TEN_ST03_LABELLING,TEN,TEN STUCK >10 samples,Replace sensor,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-04,ThresholdRule,ST01_FILLING,PRS_ST01_FILLING,PRS,PRS <3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,3.3,,,bar,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP_SRV01_SERVERROOM,TMP,TMP >25°C for >5 min,Activate secondary cooling,CRITICAL,25.0,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP_WRH01_WAREHOUSE,TMP,TMP DRIFT >2°C over 2 h,Inspect compressor; notify QC,CRITICAL,2.0,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-07,ThresholdRule,CHM01_CHEMICAL_STORAGE,TMP_CHM01_CHEMICAL_STORAGE,TMP,TMP >20°C for >10 min,Emergency ventilation; notify safety officer,CRITICAL,20.0,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-PREDICTIVE-MAINT-08,ThresholdRule,RND01_RDLAB,HUM_RND01_RDLAB,HUM,HUM DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC drain,HIGH,10.0,,,,%RH,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-MAX-OCC-PROD-AREA-01,ThresholdRule,PRODUCTION AREA,MAX_PERSONS,PERSON_COUNT,Maximum occupancy exceedance,Enforce occupancy limits,CRITICAL,12,10,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-MAX-OCC-SERVER-ROOM-01,ThresholdRule,Server Room,MAX_PERSONS,PERSON_COUNT,Maximum occupancy exceedance,Enforce occupancy limits,CRITICAL,2,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-MAX-OCC-GEN-WAREHOUSE-01,ThresholdRule,General Warehouse,MAX_PERSONS,PERSON_COUNT,Maximum occupancy exceedance,Enforce occupancy limits,WARNING,,3,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-MAX-OCC-CHEM-STORAGE-01,ThresholdRule,Chemical Storage,MAX_PERSONS,PERSON_COUNT,Maximum occupancy exceedance,Enforce occupancy limits,CRITICAL,4,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-OPERATOR-01,OperationalRule,Operator Control Center,MAX_ACK_WARNING,TIME_MINUTES,Operator must acknowledge WARNINGs within specified minutes,Log acknowledgment event and notify supervisor if exceeded,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-OPERATOR-02,OperationalRule,Operator Control Center,MAX_ACK_CRITICAL,TIME_MINUTES,Operator must acknowledge CRITICALs within specified minutes,Trigger escalation workflow if acknowledgment delayed,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-TECHNICIAN-01,OperationalRule,Technician Workstation,MAX_ACK_WARNING,TIME_MINUTES,Technician must acknowledge WARNINGs within specified minutes,Log acknowledgment event and notify supervisor if exceeded,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-TECHNICIAN-02,OperationalRule,Technician Workstation,MAX_ACK_CRITICAL,TIME_MINUTES,Technician must acknowledge CRITICALs within specified minutes,Trigger escalation workflow if acknowledgment delayed,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-SUPERVISOR-01,OperationalRule,Supervisor Console,MAX_ACK_WARNING,TIME_MINUTES,Supervisor must acknowledge WARNINGs within specified minutes,Log acknowledgment event and notify manager if exceeded,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-SUPERVISOR-02,OperationalRule,Supervisor Console,MAX_ACK_CRITICAL,TIME_MINUTES,Supervisor must acknowledge CRITICALs within specified minutes,Trigger escalation workflow if acknowledgment delayed,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-MANAGER-01,OperationalRule,Management Control Room,MAX_ACK_WARNING,TIME_MINUTES,Manager must acknowledge WARNINGs within specified minutes,Log acknowledgment event and notify security if exceeded,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-MANAGER-02,OperationalRule,Management Control Room,MAX_ACK_CRITICAL,TIME_MINUTES,Manager must acknowledge CRITICALs within specified minutes,Trigger escalation workflow if acknowledgment delayed,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-SECURITY-01,OperationalRule,Security Operations Center,MAX_ACK_WARNING,TIME_MINUTES,Security must acknowledge WARNINGs within specified minutes,Log acknowledgment event and notify manager if exceeded,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACK-TIME-SECURITY-02,OperationalRule,Security Operations Center,MAX_ACK_CRITICAL,TIME_MINUTES,Security must acknowledge CRITICALs within specified minutes,Trigger escalation workflow if acknowledgment delayed,MANDATORY,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACCESS-01,ThresholdRule,All Zones,UNAUTHORIZED_ACCESS,LICENSED_ROLE,Unauthorized role detected in zone,"Log OccupancyEvent::UnauthorisedAccess with person_id, zone, timestamp",CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACCESS-02,OperationalRule,Security Operations Center,ALERT_RESPONSE,NOTIFICATION,Unauthorized access detected,Notify security personnel within 2 minutes,CRITICAL,,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACCESS-03,OperationalRule,KG Monitoring Node,AUTHORIZED_FLAG,BOOLEAN,Authorized status flag,Include authorized=NO and reference rule in log,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
RULE-ACCESS-04,ThresholdRule,Chemical Storage,UNAUTHORIZED_ACCESS,EVENT_TYPE,Zero-tolerance unauthorized entry,Escalate immediately to Safety Officer,CRITICAL,0,,,0,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run2,1,False,
