ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,detection
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,> 0.20 mm/s (WARNING),Schedule maintenance within 24 h,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,VIB,Vibration,> 0.35 mm/s (CRITICAL),Emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ST04-03,DependencyRule,ST04_PACKAGING,SPD,Speed,< 1.00 m/s without operator command,Verify RULE-ST02-04 (ST02_CUR → ST04_SPD),,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,NOT exceed 25°C,Maintain temperature,,25,,,,°C,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,> 28°C (CRITICAL),Automatic shutdown of all PLC nodes,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,between 0.5 and 8°C (WARNING); >12°C (CRITICAL),Notify QC; quarantine batch if >12°C,CRITICAL,12,8,0.5,,°C,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,HUM,Humidity,> 85%RH,Inspect door seals; activate dehumidifier,WARNING,,85,,,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,between 10 and 20°C (WARNING); >25°C (CRITICAL),Activate emergency ventilation; notify safety officer,CRITICAL,25,20,10,,°C,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,> 50%RH (WARNING); >45%RH (ACTIVATE DESICCANT),Activate desiccant system if >45%RH,WARNING,,50,45,,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-CHM01-03,AccessControlRule,CHM01_CHEMICALSTORAGE,UNAUTHORIZED_ACCESS,Access,Detected,Escalate within 2 minutes,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-RND01-01,ThresholdRule,RND01_RDLAB,TMP,Temperature,between 18 and 26°C,Maintain for experimental validity,,,26,18,,°C,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-RND01-02,ThresholdRule,RND01_RDLAB,HUM,Humidity,> 65%RH (WARNING); >75%RH (CRITICAL),Activate dehumidifier; suspend experiments if >75%RH,CRITICAL,75,65,,,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,> 26°C,Check ventilation system,WARNING,26,,,,°C,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,> 70%RH,Inspect drainage; activate ventilation,WARNING,,70,,,%RH,SOP_001_OperatingProcedures.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST01_TMP,ThresholdRule,ST01_FILLING,TMP,Temperature,Temperature deviation,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST01_PRS,ThresholdRule,ST01_FILLING,PRS,Pressure,Pressure deviation,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST01_FLW,ThresholdRule,ST01_FILLING,FLW,Flow,Flow rate deviation,Inspect and notify maintenance,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST02_TMP,ThresholdRule,ST02_SEALING,TMP,Temperature,Temperature deviation,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST02_PRS,ThresholdRule,ST02_SEALING,PRS,Pressure,Pressure deviation,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST02_CUR,ThresholdRule,ST02_SEALING,CUR,Current,Current deviation,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST03_SPD,ThresholdRule,ST03_LABELLING,SPD,Speed,Speed deviation,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST03_TEN,ThresholdRule,ST03_LABELLING,TEN,Tension,Tension deviation,Inspect and notify maintenance,CRITICAL,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST03_CNT,ThresholdRule,ST03_LABELLING,CNT,Count,Count rate deviation,E-STOP labelling; inspect label path,CRITICAL,140,130,110,100,pcs/min,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST04_VIB,ThresholdRule,ST04_PACKAGING,VIB,Vibration,Vibration deviation,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.02,0.01,mm/s,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST04_CUR,ThresholdRule,ST04_PACKAGING,CUR,Current,Current deviation,Inspect and notify maintenance,CRITICAL,11,9.8,7.5,6.5,A,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_ST04_SPD,ThresholdRule,ST04_PACKAGING,SPD,Speed,Speed deviation,Inspect and notify maintenance,CRITICAL,1.6,1.4,1,0.85,m/s,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_SRV01_TMP,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,Temperature deviation,Activate backup cooling; prepare controlled PLC,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_SRV01_HUM,ThresholdRule,SRV01_SERVERROOM,HUM,Humidity,Humidity deviation,Inspect and notify maintenance,CRITICAL,70,60,30,25,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_WRH01_TMP,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,Temperature deviation,Activate backup refrigeration; notify,CRITICAL,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_WRH01_HUM,ThresholdRule,WRH01_WAREHOUSE,HUM,Humidity,Humidity deviation,Inspect and notify maintenance,CRITICAL,90,85,60,55,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_CHM01_TMP,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,Temperature deviation,Activate emergency ventilation; notify safety officer,CRITICAL,25,20,10,5,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_CHM01_HUM,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,Humidity deviation,Activate desiccant system; inspect storage containers,CRITICAL,60,50,20,15,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_RND01_TMP,ThresholdRule,RND01_RDLAB,TMP,Temperature,Temperature deviation,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_RND01_HUM,ThresholdRule,RND01_RDLAB,HUM,Humidity,Humidity deviation,Suspend experiments; inspect HVAC system,CRITICAL,75,65,35,25,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_CAF01_TMP,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,Temperature deviation,Inspect and notify maintenance,CRITICAL,30,26,17,14,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
THR_CAF01_HUM,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,Humidity deviation,Inspect and notify maintenance,CRITICAL,80,70,35,25,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
ANO_SPIKE,AnomalyRule,GLOBAL,,Event,"Transient deviation >3s, <5min",Trigger anomaly classification,,,,,,,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,reading >CRIT
ANO_DRIFT,AnomalyRule,GLOBAL,,Event,Monotonic deviation >15min,Trigger anomaly classification,,,,,,,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,Slope >0.1 s/min for 5+ readings
ANO_STUCK,AnomalyRule,GLOBAL,,Event,Unchanged >10 consecutive readings,Trigger anomaly classification,,,,,,,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,std(last 10) < 0.001×nominal
ANO_OUT_OF_RANGE,AnomalyRule,GLOBAL,,Event,Sustained WARN violation >10min or >20 readings,Trigger anomaly classification,,,,,,,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,readings >WARN
ANO_CORRELATED,AnomalyRule,GLOBAL,,Event,Causally linked to another station (onset within 90min),Trigger anomaly classification,,,,,,,SOP_002_AlarmThresholds.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,90min temporal correlation
MAINT-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,HIGH,,0.05,,,mm/s,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
MAINT-02,ThresholdRule,ST02_SEALING,CUR,Current,DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,,1.0,,,A,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
MAINT-03,ThresholdRule,ST03_LABELLING,TEN,Tension,>10 samples stuck,Replace sensor,MEDIUM,,,10,,,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
MAINT-04,ThresholdRule,ST01_FILLING,PRS,Pressure,<3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,3.3,,bar,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,>25°C for >5 min,Activate secondary cooling,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,DRIFT >2°C over 2 h,Inspect compressor; notify,QCRITICAL,,2,,,°C,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,>20°C for >10 min,Emergency ventilation; notify safety,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
MAINT-08,ThresholdRule,RND01_RDLAB,HUM,Humidity,DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC,HIGH,,10,,,%RH,SOP_003_MaintenanceRules.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACCESS-01,ProceduralRule,OccupancyEvent,UnauthorisedAccess,Event,Unauthorized role detected in any zone,"Log event with person_id, zone, and timestamp",,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACCESS-02,ProceduralRule,SecuritySystem,UnauthorisedAccess,Event,Unauthorized access detected,Notify security personnel within 2 minutes,,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACCESS-03,ProceduralRule,KGNode,AuthorizedStatus,SystemFlag,Unauthorized access detected,Set authorized=NO and reference RULE-ACCESS-01,,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACCESS-04,ProceduralRule,ChemicalStorage,UnauthorisedAccess,Event,Unauthorized access in Chemical Storage,Immediate escalation to Safety Officer (zero-tolerance),,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-OCCUP-01,ThresholdRule,ProductionArea,OccupancyCount,Counter,Occupancy > 10,Trigger WARNING alarm,WARNING,12,10,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-OCCUP-02,ThresholdRule,ProductionArea,OccupancyCount,Counter,Occupancy ≥ 12,Trigger CRITICAL alarm,CRITICAL,12,,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-OCCUP-03,ThresholdRule,ServerRoom,OccupancyCount,Counter,Occupancy > 2,Trigger CRITICAL alarm,CRITICAL,2,,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-OCCUP-04,ThresholdRule,GeneralWarehouse,OccupancyCount,Counter,Occupancy > 3,Trigger WARNING alarm,WARNING,,3,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-OCCUP-05,ThresholdRule,ChemicalStorage,OccupancyCount,Counter,Occupancy > 4,Trigger CRITICAL alarm,CRITICAL,4,,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-OCCUP-06,ThresholdRule,R&DLab,OccupancyCount,Counter,Occupancy > 5,Trigger WARNING alarm,WARNING,,5,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-OCCUP-07,ThresholdRule,Cafeteria,OccupancyCount,Counter,Occupancy > 20,Monitoring only (no alarm),INFO,,,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-01,AcknowledgmentRule,Operator,AlarmSeverity,Event,WARNING alarm triggered,Acknowledge within 15 minutes,WARNING,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-02,AcknowledgmentRule,Operator,AlarmSeverity,Event,CRITICAL alarm triggered,Acknowledge within 3 minutes,CRITICAL,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-03,AcknowledgmentRule,Technician,AlarmSeverity,Event,WARNING alarm triggered,Acknowledge within 10 minutes,WARNING,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-04,AcknowledgmentRule,Technician,AlarmSeverity,Event,CRITICAL alarm triggered,Acknowledge within 2 minutes,CRITICAL,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-05,AcknowledgmentRule,Supervisor,AlarmSeverity,Event,WARNING alarm triggered,Acknowledge within 5 minutes,WARNING,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-06,AcknowledgmentRule,Supervisor,AlarmSeverity,Event,CRITICAL alarm triggered,Acknowledge within 1 minute,CRITICAL,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-07,AcknowledgmentRule,Security,AlarmSeverity,Event,WARNING alarm triggered,Acknowledge within 20 minutes,WARNING,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
RULE-ACK-08,AcknowledgmentRule,Security,AlarmSeverity,Event,CRITICAL alarm triggered,Acknowledge within 5 minutes,CRITICAL,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,pre_act,1,ministral-3-8b_pre_act_s42_run1,1,False,
