ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,pattern,primaryFault,resolution,secondaryEffect
RULE-CRIT-ST04-02,ThresholdRule,ST04_PACKAGING,VIB,mm/s,VIB > 0.35 mm/s (CRITICAL) - emergency stop; inspect bearings,Emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST04-03,ThresholdRule,ST04_PACKAGING,SPD,m/s,SPD drops below 1.00 m/s without operator command - verify RULE-ST02-04,Verify rule ST02-04 and take corrective action,CRITICAL,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP,°C,TMP > 28.0°C (CRITICAL) - automatic controlled shutdown of all PLC nodes,Automatic controlled shutdown of all PLC nodes,CRITICAL,28.0,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,HUM,%RH,HUM above 85.0%RH - inspect door seals and activate dehumidifier,Inspect door seals and activate dehumidifier,MANDATORY,85.0,,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,%RH,HUM MUST NOT exceed 45.0%RH,Activate desiccant system,MANDATORY,45.0,,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-RND01-02,ThresholdRule,RND01_RDLAB,HUM,%RH,HUM drift above 65.0%RH - activate dehumidifier. Above 75.0%RH (CRITICAL) - suspend sensitive experiments,Activate dehumidifier or suspend sensitive experiments,CRITICAL,75.0,65.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-OP-CAF01-02,OperationalRule,CAF01_CAFETERIA,HUM,%RH,HUM above 70.0%RH - inspect drainage and activate ventilation,Inspect drainage and activate ventilation,MANDATORY,,70.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST01-FILLING-TMP-CRIT_LO,ThresholdRule,ST01_FILLING,TMP,TMP,Critical lower temperature threshold for TMP in ST01_FILLING,Inspect and notify maintenance,CRITICAL,29,26,18,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST01-FILLING-PRS-CRIT_LO,ThresholdRule,ST01_FILLING,PRS,PRS,Critical lower pressure threshold for PRS in ST01_FILLING,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST01-FILLING-FLW-CRIT_LO,ThresholdRule,ST01_FILLING,FLW,FLW,Critical lower flow threshold for FLW in ST01_FILLING,Inspect and notify maintenance,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST02-SEALING-TMP-CRIT_LO,ThresholdRule,ST02_SEALING,TMP,TMP,Critical lower temperature threshold for TMP in ST02_SEALING,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST02-SEALING-PRS-CRIT_LO,ThresholdRule,ST02_SEALING,PRS,PRS,Critical lower pressure threshold for PRS in ST02_SEALING,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST02-SEALING-CUR-CRIT_LO,ThresholdRule,ST02_SEALING,CUR,CUR,Critical lower current threshold for CUR in ST02_SEALING,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST03-LABELLING-SPD-CRIT_LO,ThresholdRule,ST03_LABELLING,SPD,SPD,Critical lower speed threshold for SPD in ST03_LABELLING,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST03-LABELLING-TEN-CRIT_LO,ThresholdRule,ST03_LABELLING,TEN,TEN,Critical lower tension threshold for TEN in ST03_LABELLING,Inspect and notify maintenance,CRITICAL,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST03-LABELLING-CNT-CRIT_LO,ThresholdRule,ST03_LABELLING,CNT,CNT,Critical lower count threshold for CNT in ST03_LABELLING,E-STOP labelling; inspect label path,CRITICAL,140,130,110,100,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST04-PACKAGING-VIB-CRIT_LO,ThresholdRule,ST04_PACKAGING,VIB,VIB,Critical lower vibration threshold for VIB in ST04_PACKAGING,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.02,0.01,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST04-PACKAGING-CUR-CRIT_LO,ThresholdRule,ST04_PACKAGING,CUR,CUR,Critical lower current threshold for CUR in ST04_PACKAGING,Inspect and notify maintenance,CRITICAL,11,9.8,7.5,6.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST04-PACKAGING-SPD-CRIT_LO,ThresholdRule,ST04_PACKAGING,SPD,SPD,Critical lower speed threshold for SPD in ST04_PACKAGING,Inspect and notify maintenance,CRITICAL,1.6,1.4,1,0.85,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-SRV01_SERVERROOM-TMP-CRIT_LO,ThresholdRule,SRV01_SERVERROOM,TMP,TMP,Critical lower temperature threshold for TMP in SRV01_SERVERROOM,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-SRV01_SERVERROOM-HUM-CRIT_LO,ThresholdRule,SRV01_SERVERROOM,HUM,HUM,Critical lower humidity threshold for HUM in SRV01_SERVERROOM,Inspect and notify maintenance,CRITICAL,70,60,30,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-WRH01_WAREHOUSE-TMP-CRIT_LO,ThresholdRule,WRH01_WAREHOUSE,TMP,TMP,Critical lower temperature threshold for TMP in WRH01_WAREHOUSE,Activate backup refrigeration; notify,CRITICAL,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-WRH01_WAREHOUSE-HUM-CRIT_LO,ThresholdRule,WRH01_WAREHOUSE,HUM,HUM,Critical lower humidity threshold for HUM in WRH01_WAREHOUSE,Inspect and notify maintenance,CRITICAL,90,85,60,55,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-CHM01_CHEMICALSTORAGE-TMP-CRIT_LO,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,TMP,Critical lower temperature threshold for TMP in CHM01_CHEMICALSTORAGE,Activate emergency ventilation; notify safety officer immediately,CRITICAL,25,20,10,5,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-CHM01_CHEMICALSTORAGE-HUM-CRIT_LO,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,HUM,Critical lower humidity threshold for HUM in CHM01_CHEMICALSTORAGE,Activate desiccant system; inspect storage containers for leaks,CRITICAL,60,50,20,15,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-RND01_RDLAB-TMP-CRIT_LO,ThresholdRule,RND01_RDLAB,TMP,TMP,Critical lower temperature threshold for TMP in RND01_RDLAB,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-RND01_RDLAB-HUM-CRIT_LO,ThresholdRule,RND01_RDLAB,HUM,HUM,Critical lower humidity threshold for HUM in RND01_RDLAB,Suspend experiments; inspect HVAC system,CRITICAL,75,65,35,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-CAF01_CAFETERIA-TMP-CRIT_LO,ThresholdRule,CAF01_CAFETERIA,TMP,TMP,Critical lower temperature threshold for TMP in CAF01_CAFETERIA,Inspect and notify maintenance,CRITICAL,30,26,17,14,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-CAF01_CAFETERIA-HUM-CRIT_LO,ThresholdRule,CAF01_CAFETERIA,HUM,HUM,Critical lower humidity threshold for HUM in CAF01_CAFETERIA,Inspect and notify maintenance,CRITICAL,80,70,35,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST04_VIB_DRIFT,ThresholdRule,ST04_PACKAGING,VIB_DRIFT,VIB,VIB drift exceeding threshold,Inspect and lubricate bearing,HIGH,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-THR-ST02_CUR_DRIFT,ThresholdRule,ST02_SEALING,CUR_DRIFT,CUR,Current drift exceeding threshold,Inspect sealing jaw,HIGH,1.0,,,,A,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-CLASS-MAINT-03,OperationalRule,ST03_LABELLING,TEN_COUNT,TEN,TEN stuck samples exceed 10,Replace sensor,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-CLASS-MAINT-04,OperationalRule,ST01_FILLING,PRS_VALUE,PRS,Pressure falls below 3.3 bar for more than 15 minutes,Inspect filter and pump,MEDIUM,,,,,bar,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-CLASS-MAINT-05,OperationalRule,SRV01_SERVER_ROOM,TMP_VALUE,TMP,Temperature exceeds 25°C for more than 5 minutes,Activate secondary cooling,CRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-CLASS-MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP_DRIFT,TMP,Temperature drift exceeding 2°C over 2 hours,Inspect compressor; notify QC,CRITICAL,2.0,,,-2.0,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-CLASS-MAINT-07,OperationalRule,CHM01_CHEMICAL_STORAGE,TMP_VALUE,TMP,Temperature exceeds 20°C for more than 10 minutes,Emergency ventilation; notify safety officer,CRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-CLASS-MAINT-08,ThresholdRule,RND01_RDLAB,HUM_DRIFT,HUM,Humidity drift exceeding 10%RH over 60 minutes,Activate dehumidifier; check HVAC drain,HIGH,10.0,,,-10.0,%RH,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-PAT-01,CorrelatedFaultRule,,,,,,,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,ST02_SEALING-CUR,Sealing motor overload,1.Verify ST02-CUR trend. 2.Inspect sealing 3.Reset ST04 speed setpoint.,Conveyor speed drop
RULE-PAT-02,CorrelatedFaultRule,,,,,,,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,SRV01_TMP,Server Room overheating,1.Reduce SRV01-TMP <25°C. 2.Verify PLC heartbeats. 3.Clear STUCK alarms.,SCADA latency
RULE-PAT-03,CorrelatedFaultRule,,,,,,,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,WRH01_TMP,Cold warehouse drift,1.Restore WRH01-TMP <8°C. 2.Notify QC. 3.Place batch on HOLD in ERP.,QC HOLD
RULE-ENC-12345,ThresholdRule,ServerRoom,OccupancyCount,OCCUPANCY,CRITICAL above 2 persons,Adjust access controls and notifying security personnel,CRITICAL,,,,2,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-ENC-67890,ThresholdRule,ProductionArea,OccupancyCount,OCCUPANCY,CRITICAL above 12 persons,Enforce evacuation and notify management,CRITICAL,,,,12,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-ENC-11223,ThresholdRule,ProductionArea,OccupancyCount,OCCUPANCY,WARNING above 10 persons,Alert supervisor to take corrective action,WARNING,,10,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-ENC-44556,ThresholdRule,GeneralWarehouse,OccupancyCount,OCCUPANCY,WARNING above 3 persons,Trigger reminder message,WARNING,,3,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
RULE-ENC-77889,ThresholdRule,ChemicalStorage,OccupancyCount,OCCUPANCY,CRITICAL above 4 persons,Immediate escalation to Safety Officer,CRITICAL,,,4,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,few_shot_static,0,nemotron-3-nano-30b_few_shot_static_ctexts_s42_run4,1,False,,,,
