ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,linkedSensor,linkedStation,patterns
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,Remain between 10°C and 20°C; Critical above 25°C,Activate emergency ventilation and notify safety officer,,25.0,20.0,10.0,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_HUM,HUM,Must NOT exceed 50%RH; Elevated humidity accelerates degradation of hygroscopic reagents. Activate desiccant system if HUM >45%RH.,,,50.0,45.0,45.0,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-CHM01-03,UnauthorizedAccessRule,CHM01_CHEMICALSTORAGE,,,Only personnel with hazmat training (technician/supervisor/manager role) are authorised to enter Chemical Storage. UNAUTHORIZED_ACCESS must be escalated within 2 minutes.,Escalate within 2 minutes,,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-RND01-01,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,TMP,Remain between 18°C and 26°C for experimental validity.,,,26.0,26.0,18.0,18.0,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-RND01-02,ConditionalActionRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,Drift above 65%RH - activate dehumidifier. Above 75%RH (CRITICAL) - suspend sensitive experiments and inspect HVAC system.,Activate dehumidifier. Suspend sensitive experiments and inspect HVAC system if >75%RH.,,75.0,65.0,,75.0,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-CAF01-01,ConditionalActionRule,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,TMP,Above 26°C - check ventilation system. Occupant comfort is the primary criterion.,Check ventilation system,,26.0,,,26.0,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-CAF01-02,ConditionalActionRule,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,HUM,Above 70%RH - check drainage and activate ventilation.,Inspect drainage and activate ventilation,,70.0,70.0,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-01,ConditionalActionRule,,,,A fault at any station propagates downstream unless the line is halted.,Line halt,,,,,,,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST01_SPIKETHRESHOLD,ThresholdRule,ST01,ST01_TMP,TMP,critHi,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST01_SPIKETHRESHOLD_PRS,ThresholdRule,ST01,ST01_PRS,PRS,critHi,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST01_SPIKETHRESHOLD_FLW,ThresholdRule,ST01,ST01_FLW,FLW,critHi,Inspect and notify maintenance,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST02_TMP_CRIT,ThresholdRule,ST02,ST02_TMP,TMP,critHi,Inspect and notify maintenance,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST02_CUR_CRIT,ThresholdRule,ST02,ST02_CUR,CUR,critHi,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST02_PRS_CRIT,ThresholdRule,ST02,ST02_PRSTBR,PRS,critHi,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST03_SPD_CRIT,ThresholdRule,ST03,ST03_SPD,SPD,critHi,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST03_CNT_CRIT,ThresholdRule,ST03,ST03_CNT,CNT,critHi,E-STOP labelling; inspect label path,CRITICAL,140,130,110,100,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST04_VIB_CRIT,ThresholdRule,ST04,ST04_VIB,VIB,critHi,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.02,0.01,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ST04_CUR_CRIT,ThresholdRule,ST04,ST04_CUR,CUR,critHi,Inspect and notify maintenance,CRITICAL,11,9.8,7.5,6.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
CHM01_TMP_CRIT,ThresholdRule,CHM01,CHM01_TMP,TMP,critHi,Activate emergency ventilation; notify safety officer immediately,CRITICAL,25,20,10,5,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
CHM01_HUM_CRIT,ThresholdRule,CHM01,CHM01_HUM,HUM,critHi,Activate desiccant system; inspect storage containers for leaks,CRITICAL,60,50,20,15,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
SRV01_TMP_CRIT,ThresholdRule,SRV01,SRV01_TMP,TMP,critHi,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
SRV01_HUM_CRIT,ThresholdRule,SRV01,SRV01_HUM,HUM,critHi,Inspect and notify maintenance,CRITICAL,70,60,30,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
WRH01_TMP_CRIT,ThresholdRule,WRH01,WRH01_TMP,TMP,critHi,Activate backup refrigeration; notify,CRITICAL,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
WRH01_HUM_CRIT,ThresholdRule,WRH01,WRH01_HUM,HUM,critHi,Inspect and notify maintenance,CRITICAL,90,85,55,55,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RND01_TMP_CRIT,ThresholdRule,RND01,RND01_TMP,TMP,critHi,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RND01_HUM_CRIT,ThresholdRule,RND01,RND01_HUM,HUM,critHi,Suspend experiments; inspect HVAC system,CRITICAL,75,65,35,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
CAF01_TMP_CRIT,ThresholdRule,CAF01,CAF01_TMP,TMP,critHi,Inspect and notify maintenance,CRITICAL,30,26,17,14,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
CAF01_HUM_CRIT,ThresholdRule,CAF01,CAF01_HUM,HUM,critHi,Inspect and notify maintenance,CRITICAL,80,70,25,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB_DRIFT > 0.05 mm/s,Inspect and lubricate bearing,HIGH,,,,,mm/s,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-02,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CUR_DRIFT > 1.0 A,Inspect sealing jaw,HIGH,1.0,,,,A,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-03,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,TEN_STUCK > 10 samples,Replace sensor,MEDIUM,10,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-04,ThresholdRule,ST01_FILLING,ST01_FILLING_PR,PRS,PRS < 3.3 bar,Inspect filter and pump,MEDIUM,,,3.3,,bar,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP > 25°C,Activate secondary cooling,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,TMP_DRIFT > 2°C,Inspect compressor; notify QC,CRITICAL,2,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,TMP > 20°C,Emergency ventilation; notify safety officer,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAINT-08,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,HUM_DRIFT > 10%RH,Activate dehumidifier; check HVAC drain,HIGH,10,,,,%RH,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,['HUM_DRIFT > 10%RH over 60 min']
MAINT-05-01,PatternRule,SRV01_SERVERROOM,SRV01_TMP,TMP,SRV01_TMP > 25°C,Reduce SRV01_TMP < 25°C; Verify PLC heartbeats; Clear STUCK alarms,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,STUCK,SCADA,['SRV01-TMP › → SCADA latency ›']
MAINT-05-02,PatternRule,ST02_SEALING,ST02_CUR,CUR,,"1.Verify ST02-CUR trend.
2.Inspect sealing
3.Reset ST04 speed setpoint",CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,SPD,ST04_PACKAGING,['ST02_SEALING-CUR › → ST04_PACKAGING- SPD ↓']
MAINT-06-01,PatternRule,WRH01_WAREHOUSE,WRH01_TMP,TMP,,Restore WRH01_TMP <8°C; Notify QC; Place batch on HOLD in ERP,CRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,QC,['WRH01-TMP › → QC HOLD']
RULE-ACCESS-01,OccupancyEvent,ALL,UNAUTHORIZED_ACCESS,UnauthorizedAccess,role NOT_PERMITTED_ZONE,log_event,INFO,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-ACCESS-02,NotificationRule,SEC,DETECTION_TIME,DetectionTime,duration > 120,notify_security,CRITICAL,2,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-ACCESS-03,KGProperty,GEN,AUTHORIZED_STATUS,AuthorizationFlag,none,set_authorized_NO,INFO,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
RULE-CHM01-03,ThresholdRule,CHEMSTORAGE,OCCUPANCY,Occupancy, > 4,escalate_to_safety_officer,CRITICAL,4,,,0,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAX'OCCUPANCY-PRODUCTION,OccupancyRule,PRODUCTION AREA,MAX_PERSONS,OccupancyLimit, > 10,issue_warning,WARNING,12,12,10,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAX'OCCUPANCY-SERVER,OccupancyRule,SERVER ROOM,MAX_PERSONS,OccupancyLimit, > 2,block_access,CRITICAL,2,,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAX'OCCUPANCY-GENERAL-WAREHOUSE,OccupancyRule,GENERAL WAREHOUSE,MAX_PERSONS,OccupancyLimit, > 3,issue_warning,WARNING,4,4,3,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAX'OCCUPANCY-CHEMICAL-STORAGE,OccupancyRule,CHEMICAL STORAGE,MAX_PERSONS,OccupancyLimit, > 4,block_access,CRITICAL,4,,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAX'OCCUPANCY-R&D-LAB,OccupancyRule,R&D; Lab,MAX_PERSONS,OccupancyLimit, > 5,issue_warning,WARNING,6,6,5,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
MAX'OCCUPANCY-CAFETERIA,OccupancyRule,Cafeteria,MAX_PERSONS,OccupancyLimit, > 20,monitor_only,INFO,20,,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-WARNING-OPERATOR,AcknowledgementRule,operator,ACK_TIME,AcknowledgeDelay, > 15,escalate,WARNING,15,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-CRITICAL-OPERATOR,AcknowledgementRule,operator,ACK_TIME,AcknowledgeDelay, > 3,escalate,CRITICAL,3,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-WARNING-TECHNICIAN,AcknowledgementRule,technician,ACK_TIME,AcknowledgeDelay, > 10,escalate,WARNING,10,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-CRITICAL-TECHNICIAN,AcknowledgementRule,technician,ACK_TIME,AcknowledgeDelay, > 2,escalate,CRITICAL,2,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-WARNING-SUPERVISOR,AcknowledgementRule,supervisor,ACK_TIME,AcknowledgeDelay, > 5,escalate,WARNING,5,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-CRITICAL-SUPERVISOR,AcknowledgementRule,supervisor,ACK_TIME,AcknowledgeDelay, > 1,escalate,CRITICAL,1,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-WARNING-MANAGER,AcknowledgementRule,manager,ACK_TIME,AcknowledgeDelay, > 15,escalate,WARNING,15,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-CRITICAL-MANAGER,AcknowledgementRule,manager,ACK_TIME,AcknowledgeDelay, > 5,escalate,CRITICAL,5,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-WARNING-SECURITY,AcknowledgementRule,security,ACK_TIME,AcknowledgeDelay, > 20,escalate,WARNING,20,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
ACK-CRITICAL-SECURITY,AcknowledgementRule,security,ACK_TIME,AcknowledgeDelay, > 5,escalate,CRITICAL,5,,,,min,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion_guided,2,nemotron-3-nano-30b_reflexion_guided_ctexts_s42_run2,3,False,,,
