ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,condition own
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,> 0.20,schedule maintenance within 24 h,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,VIB,Vibration,> 0.35,emergency stop; inspect bearings,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST04-03,ThresholdRule,ST04_PACKAGING,SPD,Speed,< 1.00,verify RULE-ST02-04,WARNING,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,<= 25,Maintain temperature,INFO,25,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,> 28,automatic controlled shutdown of all PLC nodes,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,"0.5-8 (Normal), > 12 (Crit)",notify QC and quarantine batch,CRITICAL,12,8,0.5,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,HUM,Humidity,> 85,inspect door seals and activate dehumidifier,WARNING,,85,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,"10-20 (Normal), > 25 (Crit)",activate emergency ventilation and notify safety officer,CRITICAL,25,20,10,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,"<= 50 (Limit), > 45 (Action)",Activate desiccant system,WARNING,50,45,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CHM01-03,AccessRule,CHM01_CHEMICALSTORAGE,UNAUTHORIZED_ACCESS,Security,Non-hazmat trained personnel entry,escalate within 2 minutes,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-RND01-01,ThresholdRule,RND01_RDLAB,TMP,Temperature,between 18 and 26,Ensure experimental validity,INFO,26,,,18,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-RND01-02,ThresholdRule,RND01_RDLAB,HUM,Humidity,"> 65 (Warn), > 75 (Crit)",activate dehumidifier / suspend experiments and inspect HVAC,CRITICAL,75,65,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,> 26,check ventilation system,INFO,,26,,,°C,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,> 70,inspect drainage and activate ventilation,INFO,,70,,,%RH,SOP_001_OperatingProcedures.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST01-TMP,ThresholdRule,ST01_FILLING,TMP,Temperature,Value < 15 or Value > 30,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST01-PRS,ThresholdRule,ST01_FILLING,PRS,Pressure,Value < 3 or Value > 4.8,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST01-FLW,ThresholdRule,ST01_FILLING,FLW,Flow,Value < 105 or Value > 135,Inspect and notify maintenance,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST02-TMP,ThresholdRule,ST02_SEALING,TMP,Temperature,Value < 165 or Value > 210,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST02-PRS,ThresholdRule,ST02_SEALING,PRS,Pressure,Value < 4.2 or Value > 6.2,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST02-CUR,ThresholdRule,ST02_SEALING,CUR,Current,Value < 9.5 or Value > 15,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST03-SPD,ThresholdRule,ST03_LABELLING,SPD,Speed,Value < 0.65 or Value > 1.05,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST03-TEN,ThresholdRule,ST03_LABELLING,TEN,Tension,Value < 1.5 or Value > 3,Inspect and notify maintenance,CRITICAL,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST03-CNT,ThresholdRule,ST03_LABELLING,CNT,Count,Value < 100 or Value > 140,E-STOP labelling; inspect label path,CRITICAL,140,130,110,100,pcs/m in,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST04-VIB,ThresholdRule,ST04_PACKAGING,VIB,Vibration,Value < 0.01 or Value > 0.35,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.02,0.01,mm/s,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST04-CUR,ThresholdRule,ST04_PACKAGING,CUR,Current,Value < 6.5 or Value > 11,Inspect and notify maintenance,CRITICAL,11,9.8,7.5,6.5,A,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ST04-SPD,ThresholdRule,ST04_PACKAGING,SPD,Speed,Value < 0.85 or Value > 1.6,Inspect and notify maintenance,CRITICAL,1.6,1.4,1,0.85,m/s,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-SRV01-TMP,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,Value < 16 or Value > 28,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-SRV01-HUM,ThresholdRule,SRV01_SERVERROOM,HUM,Humidity,Value < 25.0 or Value > 70.0,Inspect and notify maintenance,CRITICAL,70.0,60.0,30.0,25.0,%RH,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-WRH01-TMP,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,Value < -1 or Value > 12,Activate backup refrigeration; notify,CRITICAL,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-WRH01-HUM,ThresholdRule,WRH01_WAREHOUSE,HUM,Humidity,Value < 55 or Value > 90,Inspect and notify maintenance,CRITICAL,90,85,60,55,%RH,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CHM01-TMP,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,Value < 5 or Value > 25,Activate emergency ventilation; notify safety officer immediately,CRITICAL,25,20,10,5,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CHM01-HUM,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,Value < 15 or Value > 60,Activate desiccant system; inspect storage containers for leaks,CRITICAL,60,50,20,15,%RH,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-RND01-TMP,ThresholdRule,RND01_RDLAB,TMP,Temperature,Value < 15 or Value > 30,Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-RND01-HUM,ThresholdRule,RND01_RDLAB,HUM,Humidity,Value < 25 or Value > 75,Suspend experiments; inspect HVAC system,CRITICAL,75,65,35,25,%RH,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CAF01-TMP,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,Value < 14 or Value > 30,Inspect and notify maintenance,CRITICAL,30,26,17,14,°C,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-CAF01-HUM,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,Value < 25 or Value > 80,Inspect and notify maintenance,CRITICAL,80,70,35,25,%RH,SOP_002_AlarmThresholds.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,HIGH,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-02,ThresholdRule,ST02_SEALING,CUR,Current,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,1.0,,,,A,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-03,ThresholdRule,ST03_LABELLING,TEN,Tension,TEN STUCK >10 samples,Replace sensor,MEDIUM,10,,,,samples,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-04,ThresholdRule,ST01_FILLING,PRS,Pressure,PRS <3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,,3.3,bar,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,TMP >25°C for >5 min,Activate secondary cooling,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,TMP DRIFT >2°C over 2 h,Inspect compressor; notify QC,CRITICAL,2,,,,°C,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,TMP >20°C for >10 min,Emergency ventilation; notify safety officer,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
MAINT-08,ThresholdRule,RND01_RDLAB,HUM,Humidity,HUM DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC drain,HIGH,10,,,,%RH,SOP_003_MaintenanceRules.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
OCC-PROD-01,ThresholdRule,Production Area,Occupancy,Person Count,Occupancy > 10 (Warning) / Occupancy > 12 (Critical),Trigger Alarm,CRITICAL,12,10,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
OCC-SRV-01,ThresholdRule,Server Room,Occupancy,Person Count,Occupancy > 2,Trigger Alarm,CRITICAL,2,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
OCC-WH-01,ThresholdRule,General Warehouse,Occupancy,Person Count,Occupancy > 3,Trigger Alarm,WARNING,,3,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
OCC-CHM-01,ThresholdRule,Chemical Storage,Occupancy,Person Count,Occupancy > 4,Trigger Alarm,CRITICAL,4,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
OCC-RD-01,ThresholdRule,R&D Lab,Occupancy,Person Count,Occupancy > 5,Trigger Alarm,WARNING,,5,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ACCESS-01,AccessControlRule,All,Access Badge/Entry,Event,Unauthorized Role Entry,Log OccupancyEvent::UnauthorisedAccess,WARNING,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ACCESS-02,NotificationRule,All,Access Badge/Entry,Event,Unauthorized Access Detected,Notify Security Personnel within 2 minutes,WARNING,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
RULE-ACCESS-04,EscalationRule,Chemical Storage,Access Badge/Entry,Event,UNAUTHORIZED_ACCESS,Immediate escalation to Safety Officer,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma4:31b,cot_structured,1,gemma4-31b_cot_structured_ctexts_s42_run1,1,False,
