ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,warnHigh
ST04-01,AlarmRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,ABOVE 0.20,Schedule maintenance within 24 hours,Warning,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04-02,AlarmRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,ABOVE 0.35,Emergency stop; inspect bearings,Critical,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01-01,AlarmRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,ABOVE 25,Maintain temperature not to exceed limit,Informational,,25,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01-02,AlarmRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,ABOVE 28,Automatic controlled shutdown of all PLC nodes,Critical,28,,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01-01,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,BETWEEN 0.5 AND 8,Maintain temperature within range,Informational,,8,0.5,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01-02,AlarmRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,HUM,ABOVE 85,Inspect door seals and activate dehumidifier,Warning,,85,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,BETWEEN 10 AND 20,Maintain temperature within range,Informational,,20,10,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01-02,AlarmRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_HUM,HUM,ABOVE 45,Activate desiccant system if HUM > 45,Warning,,45,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01-03,FaultRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_ACCESS,ACCESS,ACCESS DENIED,Escalate within 2 minutes,Critical,,,,,N/A,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01-01,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,TMP,BETWEEN 18 AND 26,Maintain temperature for experimental validity,Informational,,26,18,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01-02,FaultRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,ABOVE 75,Suspend sensitive experiments and inspect HVAC system,Critical,75,,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01-01,AlarmRule,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,TMP,ABOVE 26,Check ventilation system,Warning,,26,,,°C,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01-02,AlarmRule,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,HUM,ABOVE 70,Inspect drainage and activate ventilation,Warning,,70,,,%RH,SOP_001_OperatingProcedures.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_TMP_CRIT_LO,ThresholdRule,ST01_FILLING,ST01_AVIARY_TMP,TMP,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_TMP_CRIT_HI,ThresholdRule,ST01_FILLING,ST01_AVIARY_TMP,TMP,CRIT_HI,Inspect and notify maintenance,CRITICAL,30,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_TMP_WARN_LO,ThresholdRule,ST01_FILLING,ST01_AVIARY_TMP,TMP,WARN_LO,Inspect and notify maintenance,WARNING,,,18,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_TMP_WARN_HI,ThresholdRule,ST01_FILLING,ST01_AVIARY_TMP,TMP,WARN_HI,Inspect and notify maintenance,WARNING,,26,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_PRS_CRIT_LO,ThresholdRule,ST01_FILLING,ST01_AVIARY_PRS,PRS,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,3,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_PRS_CRIT_HI,ThresholdRule,ST01_FILLING,ST01_AVIARY_PRS,PRS,CRIT_HI,Inspect and notify maintenance,CRITICAL,4.8,,,,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_PRSS_WARN_LO,ThresholdRule,ST01_FILLING,ST01_AVIARY_PRS,PRS,WARN_LO,Inspect and notify maintenance,WARNING,,,3.3,,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_PRSS_WARN_HI,ThresholdRule,ST01_FILLING,ST01_AVIARY_PRS,PRS,WARN_HI,Inspect and notify maintenance,WARNING,4.2,,,,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_FLW_CRIT_LO,ThresholdRule,ST01_FILLING,ST01_AVIARY_FLW,FLW,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,105,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_FLW_CRIT_HI,ThresholdRule,ST01_FILLING,ST01_AVIARY_FLW,FLW,CRIT_HI,Inspect and notify maintenance,CRITICAL,135,,,,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_FLW_WARN_LO,ThresholdRule,ST01_FILLING,ST01_AVIARY_FLW,FLW,WARN_LO,Inspect and notify maintenance,WARNING,,,112,,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST01_FILLING_FLW_WARN_HI,ThresholdRule,ST01_FILLING,ST01_AVIARY_FLW,FLW,WARN_HI,Inspect and notify maintenance,WARNING,128,,,,L/min,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_TMP_CRIT_LO,ThresholdRule,ST02_SEALING,ST02_AVIARY_TMP,TMP,CRIT_LO,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,,,,165,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_TMP_CRIT_HI,ThresholdRule,ST02_SEALING,ST02_AVIARY_TMP,TMP,CRIT_HI,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_TMP_WARN_LO,ThresholdRule,ST02_SEALING,ST02_AVIARY_TMP,TMP,WARN_LO,Inspect and notify maintenance,WARNING,,,175,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_TMP_WARN_HI,ThresholdRule,ST02_SEALING,ST02_AVIARY_TMP,TMP,WARN_HI,Inspect and notify maintenance,WARNING,195,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_PRS_CRIT_LO,ThresholdRule,ST02_SEALING,ST02_AVIARY_PRS,PRS,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,4.2,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_PRS_CRIT_HI,ThresholdRule,ST02_SEALING,ST02_AVIARY_PRS,PRS,CRIT_HI,Inspect and notify maintenance,CRITICAL,6.2,,,,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_PRS_WARN_LO,ThresholdRule,ST02_SEALING,ST02_AVIARY_PRS,PRS,WARN_LO,Inspect and notify maintenance,WARNING,,,4.6,,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_PRS_WARN_HI,ThresholdRule,ST02_SEALING,ST02_AVIARY_PRS,PRS,WARN_HI,Inspect and notify maintenance,WARNING,5.7,,,,bar,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_CUR_CRIT_LO,ThresholdRule,ST02_SEALING,ST02_AVIARY_CUR,CUR,CRIT_LO,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,,,,9.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_CUR_CRIT_HI,ThresholdRule,ST02_SEALING,ST02_AVIARY_CUR,CUR,CRIT_HI,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,,,,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_CUR_WARN_LO,ThresholdRule,ST02_SEALING,ST02_AVIARY_CUR,CUR,WARN_LO,Inspect and notify maintenance,WARNING,,,11,,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST02_SEALING_CUR_WARN_HI,ThresholdRule,ST02_SEALING,ST02_AVIARY_CUR,CUR,WARN_HI,Inspect and notify maintenance,WARNING,13.5,,,,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_SPD_CRIT_LO,ThresholdRule,ST03_LABELLING,ST03_AVIARY_SPD,SPD,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,0.65,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_SPD_CRIT_HI,ThresholdRule,ST03_LABELLING,ST03_AVIARY_SPD,SPD,CRIT_HI,Inspect and notify maintenance,CRITICAL,1.05,,,,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_SPD_WARN_LO,ThresholdRule,ST03_LABELLING,ST03_AVIARY_SPD,SPD,WARN_LO,Inspect and notify maintenance,WARNING,,,0.75,,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_SPD_WARN_HI,ThresholdRule,ST03_LABELLING,ST03_AVIARY_SPD,SPD,WARN_HI,Inspect and notify maintenance,WARNING,0.95,,,,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_TEN_CRIT_LO,ThresholdRule,ST03_LABELLING,ST03_AVIARY_TEN,TEN,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,1.5,N,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_TEN_CRIT_HI,ThresholdRule,ST03_LABELLING,ST03_AVIARY_TEN,TEN,CRIT_HI,Inspect and notify maintenance,CRITICAL,3,,,,N,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_TEN_WARN_LO,ThresholdRule,ST03_LABELLING,ST03_AVIARY_TEN,TEN,WARN_LO,Inspect and notify maintenance,WARNING,,,1.8,,N,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_TEN_WARN_HI,ThresholdRule,ST03_LABELLING,ST03_AVIARY_TEN,TEN,WARN_HI,Inspect and notify maintenance,WARNING,2.6,,,,N,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_CNT_CRIT_LO,ThresholdRule,ST03_LABELLING,ST03_AVIARY_CNT,CNT,CRIT_LO,E-STOP labelling; inspect label path,CRITICAL,,,,100,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_CNT_CRIT_HI,ThresholdRule,ST03_LABELLING,ST03_AVIARY_CNT,CNT,CRIT_HI,E-STOP labelling; inspect label path,CRITICAL,140,,,,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_CNT_WARN_LO,ThresholdRule,ST03_LABELLING,ST03_AVIARY_CNT,CNT,WARN_LO,Inspect and notify maintenance,WARNING,,,110,,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST03_LABELLING_CNT_WARN_HI,ThresholdRule,ST03_LABELLING,ST03_AVIARY_CNT,CNT,WARN_HI,Inspect and notify maintenance,WARNING,130,,,,pcs/m in,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_VIB_CRIT_LO,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_VIB,VIB,CRIT_LO,E-STOP; inspect main bearing,CRITICAL,,,,0.01,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_VIB_CRIT_HI,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_VIB,VIB,CRIT_HI,E-STOP; inspect main bearing,CRITICAL,0.35,,,,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_VIB_WARN_LO,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_VIB,VIB,WARN_LO,Inspect and notify maintenance,WARNING,,,0.02,,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_VIB_WARN_HI,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_VIB,VIB,WARN_HI,Inspect and notify maintenance,WARNING,0.2,,,,mm/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_CUR_CRIT_LO,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_CUR,CUR,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,6.5,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_CUR_CRIT_HI,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_CUR,CUR,CRIT_HI,Inspect and notify maintenance,CRITICAL,11,,,,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_CUR_WARN_LO,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_CUR,CUR,WARN_LO,Inspect and notify maintenance,WARNING,,,7.5,,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_CUR_WARN_HI,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_CUR,CUR,WARN_HI,Inspect and notify maintenance,WARNING,9.8,,,,A,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_SPD_CRIT_LO,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_SPD,SPD,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,0.85,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_SPD_CRIT_HI,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_SPD,SPD,CRIT_HI,Inspect and notify maintenance,CRITICAL,1.6,,,,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_SPD_WARN_LO,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_SPD,SPD,WARN_LO,Inspect and notify maintenance,WARNING,,,1,,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
ST04_PACKAGING_SPD_WARN_HI,ThresholdRule,ST04_PACKAGING,ST04_AVIARY_SPD,SPD,WARN_HI,Inspect and notify maintenance,WARNING,1.4,,,,m/s,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_TMP_CRIT_LO,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_TMP,TMP,CRIT_LO,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,,,,16,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_TMP_CRIT_HI,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_TMP,TMP,CRIT_HI,Activate backup cooling; prepare controlled PLC shutdown,CRITICAL,28,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_TMP_WARN_LO,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_TMP,TMP,WARN_LO,Inspect and notify maintenance,WARNING,,,18,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_TMP_WARN_HI,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_TMP,TMP,WARN_HI,Inspect and notify maintenance,WARNING,25,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_HUM_CRIT_LO,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_HUM,HUM,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,25.0,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_HUM_CRIT_HI,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_HUM,HUM,CRIT_HI,Inspect and notify maintenance,CRITICAL,70.0,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_HUM_WARN_LO,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_HUM,HUM,WARN_LO,Inspect and notify maintenance,WARNING,,,30.0,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
SRV01_SERVERROOM_HUM_WARN_HI,ThresholdRule,SRV01_SERVERROOM,SRV01_AVIARY_HUM,HUM,WARN_HI,Inspect and notify maintenance,WARNING,60.0,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01_WAREHOUSE_TMP_CRIT_LO,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_TMP,TMP,CRIT_LO,Activate backup refrigeration; notify,CRITICAL,,,,-1,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01_WAREHOUSE_TMP_CRIT_HI,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_TMP,TMP,CRIT_HI,Activate backup refrigeration; notify,CRITICAL,12,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01_WAREHOUSE_TMP_WARN_LO,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_TMP,TMP,WARN_LO,Inspect and notify maintenance,WARNING,,,0.5,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01_WAREHOUSE_TMP_WARN_HI,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_TMP,TMP,WARN_HI,Inspect and notify maintenance,WARNING,8,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01_WAREHOUSE_HUM_CRIT_LO,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_HUM,HUM,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,55,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
