ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,description,priority,sensorDescription
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,Vibration,Vibration exceeds 0.20 mm/s,Schedule maintenance within 24 hours to inspect bearings.,WARNING,,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Detects potential bearing issues.,,
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,Vibration,Vibration exceeds 0.35 mm/s,Emergency stop and inspect bearings immediately.,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Critical vibration level requiring immediate shutdown.,,
RULE-ST04-03,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_SPD,Speed,Speed drops below 1.00 m/s without operator command,Verify RULE-ST02-04 to check for correlation with sealing issues.,WARNING,,,1.00,,m/s,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Checks for speed drops related to sealing issues.,,
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,Temperature,Temperature exceeds 25°C,Monitor temperature and adjust cooling system.,WARNING,25.0,,,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Maintains server room temperature within acceptable limits.,,
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,Temperature,Temperature exceeds 28°C,Automatic controlled shutdown of all PLC nodes to prevent data loss.,CRITICAL,28.0,,,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Critical temperature threshold requiring immediate shutdown of PLC nodes.,,
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,Temperature,Temperature outside acceptable range,Notify QC and quarantine batch if temperature exceeds 12°C.,CRITICAL,12.0,8.0,0.5,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Maintains cold storage temperature for product quality.,,
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_HUM,Humidity,Humidity exceeds 85%RH,Inspect door seals and activate dehumidifier to prevent product degradation.,WARNING,85.0,,,,%RH,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Controls humidity to maintain product quality.,,
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,Temperature,Temperature outside acceptable range,Activate emergency ventilation and notify safety officer if temperature exceeds 25°C.,CRITICAL,25.0,20.0,10.0,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Maintains temperature for chemical stability and safety.,,
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_HUM,Humidity,Humidity exceeds 50%RH,Activate desiccant system to prevent reagent degradation.,WARNING,50.0,,,,%RH,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Controls humidity to prevent reagent degradation.,,
RULE-CHM01-03,AccessControlRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_ACCESS,AccessControl,Unauthorized access detected by door sensor.,Escalate unauthorized access within 2 minutes to security personnel.,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Restricts access to authorized personnel only.,,
RULE-RND01-01,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,Temperature,Temperature outside acceptable range,Maintain temperature for experimental validity.,INFO,26.0,,18.0,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Maintains temperature for experimental validity.,,
RULE-RND01-02,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,Humidity,Humidity exceeds 65%RH,Activate dehumidifier to maintain experimental conditions.,WARNING,65.0,,,,%RH,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Controls humidity for experimental validity.,,
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_TMP,Temperature,Temperature exceeds 26°C,Check ventilation system to ensure occupant comfort.,WARNING,26.0,,,,°C,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Maintains comfortable temperature in the cafeteria.,,
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,CAF01_CAFETERIA_HUM,Humidity,Humidity exceeds 70%RH,Inspect drainage and activate ventilation to prevent moisture buildup.,WARNING,70.0,,,,%RH,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Controls humidity for occupant comfort and food safety.,,
RULE-MAINT-01,PredictiveMaintenanceRule,ST02_SEALING,ST02_SEALING_CUR,Current,Current variance exceeds 5% over 24 hours,Schedule motor inspection and lubrication.,INFO,,,,,%,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Predicts potential motor issues based on current variance.,,
RULE-OCCUPANCY-01,OccupancyRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_DOOR,DoorSensor,More than 2 personnel present simultaneously.,Alert supervisor and verify safety protocols.,WARNING,,,,,,SOP_001_OperatingProcedures.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Ensures adherence to occupancy limits in the chemical storage area.,,
RULE-ST02-04,ThresholdRule,ST02_SEAL,ST02_SEAL_CUR,Current,,E-STOP ST02/ST03/ST04; Inspect load; Verify ST04-SPD; Notify Electrical Maintenance,Critical,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical current limit for sealing motor, indicating potential overload.",1,Sealing Motor Current
SOP-002-ST01-TMP,ThresholdRule,ST01_FIL,ST01_FIL_TMP,Temperature,,Inspect TMP sensor calibration; Notify Process Engineer,Critical,30.0,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical temperature limit for filling tank, indicating potential overheating.",2,Filling Tank Temperature
SOP-002-ST01-PRS,ThresholdRule,ST01_FIL,ST01_FIL_PRS,Pressure,,Inspect pressure gauge; Notify Maintenance Team Lead,Critical,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical pressure limit for filling tank, indicating potential leak or blockage.",3,Filling Tank Pressure
SOP-002-ST01-FLW,ThresholdRule,ST01_FIL,ST01_FIL_FLW,Flow,,Check pump status; Notify Process Engineer,Critical,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical flow rate limit for filling process, indicating potential pump failure.",4,Filling Flow Rate
SOP-002-ST02-TMP,ThresholdRule,ST02_SEAL,ST02_SEAL_TMP,Temperature,,E-STOP ST02/ST03/ST04; Inspect element; Notify Maintenance Team Lead,Critical,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical temperature limit for sealing station, indicating potential equipment failure.",5,Sealing Station Temperature
SOP-002-ST02-PRS,ThresholdRule,ST02_SEAL,ST02_SEAL_PRS,Pressure,,Inspect pressure gauge; Notify Maintenance Team Lead,Critical,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical pressure limit for sealing station, indicating potential leak or blockage.",6,Sealing Station Pressure
SOP-002-ST03-SPD,ThresholdRule,ST03_LAB,ST03_LAB_SPD,Speed,,Inspect label path; Notify Process Engineer,Critical,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical speed limit for labelling machine, indicating potential jam.",7,Labelling Machine Speed
SOP-002-ST03-TEN,ThresholdRule,ST03_LAB,ST03_LAB_TEN,Tension,,Inspect label path; Notify Process Engineer,Critical,3,2.6,1.8,1.5,N,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical tension limit for label, indicating potential tearing.",8,Label Tension
SOP-002-ST03-CNT,ThresholdRule,ST03_LAB,ST03_LAB_CNT,Counter,,E-STOP labelling; Inspect label path; Notify Process Engineer,Critical,140,130,110,100,pcs/min,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical label count limit, indicating potential jam.",9,Labels per Minute
SOP-002-ST04-VIB,ThresholdRule,ST04_PKG,ST04_PKG_VIB,Vibration,,E-STOP; Inspect main bearing; Notify Maintenance Team Lead,Critical,0.35,0.2,0.02,0.01,mm/s,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical vibration limit, indicating potential bearing failure.",10,Packaging Machine Vibration
SOP-002-ST04-CUR,ThresholdRule,ST04_PKG,ST04_PKG_CUR,Current,,Inspect motor; Notify Maintenance Team Lead,Critical,11,9.8,7.5,6.5,A,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical current limit for packaging motor, indicating potential overload.",11,Packaging Motor Current
SOP-002-ST04-SPD,ThresholdRule,ST04_PKG,ST04_PKG_SPD,Speed,,Inspect conveyor; Notify Process Engineer,Critical,1.6,1.4,1,0.85,m/s,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical speed limit for packaging conveyor, indicating potential jam.",12,Packaging Conveyor Speed
SOP-002-SRV-TMP,ThresholdRule,SRV01_SERV,SRV01_SERV_TMP,Temperature,,Activate backup cooling; Prepare controlled PLC; Notify IT Department,Critical,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical temperature limit for server room, indicating potential overheating.",13,Server Room Temperature
SOP-002-SRV-HUM,ThresholdRule,SRV01_SERV,SRV01_SERV_HUM,Humidity,,Inspect HVAC system; Notify IT Department,Critical,70,60,30,25,%RH,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical humidity limit for server room, indicating potential condensation or dryness.",14,Server Room Humidity
SOP-002-WRH-TMP,ThresholdRule,WRH01_WRH,WRH01_WRH_TMP,Temperature,,Activate backup refrigeration; Notify Logistics,Critical,12,8,0.5,-1,°C,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical temperature limit for warehouse, indicating potential spoilage.",15,Warehouse Temperature
SOP-002-WRH-HUM,ThresholdRule,WRH01_WRH,WRH01_WRH_HUM,Humidity,,Inspect HVAC system; Notify Logistics,Critical,90,85,60,55,%RH,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical humidity limit for warehouse, indicating potential mold growth.",16,Warehouse Humidity
SOP-002-CHM-TMP,ThresholdRule,CHM01_CHM,CHM01_CHM_TMP,Temperature,,Activate emergency ventilation; Notify Safety Officer,Critical,25,20,10,5,°C,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical temperature limit for chemical storage, indicating potential reaction.",17,Chemical Storage Temperature
SOP-002-CHM-HUM,ThresholdRule,CHM01_CHM,CHM01_CHM_HUM,Humidity,,Activate desiccant system; Inspect storage containers; Notify Safety Officer,Critical,60,50,20,15,%RH,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical humidity limit for chemical storage, indicating potential corrosion.",18,Chemical Storage Humidity
SOP-002-RND-TMP,ThresholdRule,RND01_RDLAB,RND01_RDLAB_TMP,Temperature,,Inspect TMP sensor calibration; Notify Research Lead,Critical,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical temperature limit for research lab, indicating potential experiment failure.",19,Research Lab Temperature
SOP-002-RND-HUM,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,Humidity,,Suspend experiments; Inspect HVAC system; Notify Research Lead,Critical,75,65,35,25,%RH,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical humidity limit for research lab, indicating potential experiment failure.",20,Research Lab Humidity
SOP-002-CAF-TMP,ThresholdRule,CAF01_CAF,CAF01_CAF_TMP,Temperature,,Inspect HVAC system; Notify Facilities,Critical,30,26,17,14,°C,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical temperature limit for cafeteria, indicating potential discomfort.",21,Cafeteria Temperature
SOP-002-CAF-HUM,ThresholdRule,CAF01_CAF,CAF01_CAF_HUM,Humidity,,Inspect HVAC system; Notify Facilities,Critical,80,70,35,25,%RH,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,"Critical humidity limit for cafeteria, indicating potential discomfort.",22,Cafeteria Humidity
ANOMALY-SPIKE-TMP,AnomalyRule,ALL,ANY_TMP,Temperature,,Log anomaly; Notify Process Engineer,Warning,,,,,,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Detects transient temperature spikes.,23,
ANOMALY-DRIFT-PRS,AnomalyRule,ALL,ANY_PRS,Pressure,,Log anomaly; Notify Maintenance Team Lead,Warning,,,,,,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Detects monotonic pressure drift.,24,
ANOMALY-STUCK-FLW,AnomalyRule,ALL,ANY_FLW,Flow,,Log anomaly; Notify Process Engineer,Warning,,,,,,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Detects stuck flow rate.,25,
ANOMALY-OUT_OF_RANGE-TMP,AnomalyRule,ALL,ANY_TMP,Temperature,,Log anomaly; Notify Process Engineer,Warning,,,,,,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Detects sustained temperature outside of warning range.,26,
ANOMALY-CORRELATED-CUR,AnomalyRule,ALL,ANY_CUR,Current,,Log anomaly; Notify Electrical Maintenance,Warning,,,,,,SOP_002_AlarmThresholds.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,Detects correlated current anomalies between stations.,27,
MAINT-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB DRIFT > 0.05 mm/s over 60 minutes,Inspect and lubricate bearing. Check for excessive vibration amplitude and frequency.,HIGH,,,,,mm/s,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
MAINT-02,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CUR DRIFT > 1.0 A for 30 minutes or more,Inspect sealing jaw for damage or wear. Check current draw against expected values.,HIGH,,,,,A,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
MAINT-03,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,TEN STUCK > 10 samples,"Replace sensor. Investigate cause of sensor sticking (e.g., contamination, mechanical obstruction).",MEDIUM,10,,,,samples,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
MAINT-04,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,PRS < 3.3 bar for 15 minutes or more,Inspect filter and pump for blockages or leaks. Verify pressure setpoints.,MEDIUM,,,3.3,,bar,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP > 25°C for 5 minutes or more,Activate secondary cooling system. Monitor server room temperature closely.,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,TMP DRIFT > 2°C over 2 hours,Inspect compressor and refrigerant levels. Notify maintenance personnel.,QCRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,TMP > 20°C for 10 minutes or more,Activate emergency ventilation system. Notify safety personnel. Verify chemical storage conditions.,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
MAINT-08,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,HUM DRIFT > 10%RH over 60 minutes,Activate dehumidifier. Check HVAC system for proper operation and filter condition.,HIGH,,,,,%RH,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
CORR-01,CorrelationRule,ST02_SEALING,ST02_SEALING_CUR,CUR,ST02_SEALING-CUR › → ST04_PACKAGING-SPD ↓,Verify ST02-CUR trend. Inspect sealing jaw. Reset ST04.,HIGH,,,,,,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
CORR-02,CorrelationRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,SRV01-TMP › → SCADA latency › Server Room overheating,Reduce SRV01-TMP <25°C. Verify PLC heartbeats. Clear SCADA.,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
CORR-03,CorrelationRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,WRH01-TMP › → QC HOLD,Restore WRH01-TMP <8°C. Notify QC. Place batch on HOLD.,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
ACCESS-01,AccessRule,CAF01_CAFETERIA,CAF01_CAFETERIA_DOOR,DOOR,Access denied outside of operating hours,Log access attempt and notify security.,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
OCCUPANCY-01,OccupancyRule,CAF01_CAFETERIA,CAF01_CAFETERIA_OCC,OCC,Occupancy exceeds maximum limit,Alert staff to manage capacity.,WARNING,,,,,,SOP_003_MaintenanceRules.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-ACCESS-01,EventDetectionRule,,ACCESS_CONTROL_SYSTEM,EVENT,Unauthorized role detected attempting access,"Log OccupancyEvent::UnauthorisedAccess with person_id, zone, and timestamp",CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-ACCESS-02,NotificationRule,,ACCESS_CONTROL_SYSTEM,EVENT,UnauthorisedAccess event detected,Notify Security personnel within 2 minutes,CRITICAL,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-ACCESS-03,DataRule,KG,KG_AUTHORIZATION_STATUS,BOOLEAN,Unauthorised access detected,Set KG_AUTHORIZATION_STATUS to FALSE and include reference to RULE-ACCESS-03,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-CHM01-03,ThresholdRule,CHM,CHM_OCCUPANCY,COUNT,Occupancy exceeds 4,Escalate to Safety Officer,CRITICAL,4,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-PROD-01,ThresholdRule,ST01_FILLING,PROD_FILLING_TMP,TEMPERATURE,Temperature exceeds 100,Issue Warning,WARNING,100,,,,C,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-PROD-02,ThresholdRule,ST01_FILLING,PROD_FILLING_TMP,TEMPERATURE,Temperature exceeds 120,Trigger Critical Alarm,CRITICAL,120,,,,C,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-SRV-01,ThresholdRule,SRV01_SERVERROOM,SRV_TEMPERATURE,TEMPERATURE,Temperature exceeds 30,Trigger Critical Alarm; Require Access Badge,CRITICAL,30,,,,C,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-WH-01,ThresholdRule,WRH01_WAREHOUSE,WH_HUMIDITY,HUMIDITY,Humidity exceeds 70,Issue Warning,WARNING,70,,,,%,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-ENT-01,MonitoringRule,CAF01_CAFETERIA,ENT_OCCUPANCY,COUNT,Occupancy exceeds 20,Monitor Occupancy,,,,,,persons,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-RND-01,ThresholdRule,RND01_RDLAB,RND_PRESSURE,PRESSURE,Pressure exceeds 101,Issue Warning; Potential Disturbance to Experiments,WARNING,101,,,,kPa,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
RULE-ST02-SPIKE,AnomalyRule,ST02_SEALING,ST02_SPEED,SPEED,Speed Spike detected,Log anomaly and investigate,WARNING,,,,,,SOP_004_PersonnelZoneAccess.txt,gemma3:12b,reflexion_guided,2,gemma3-12b_reflexion_guided_s42_run1,3,False,,,
