ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,langgraph_iterations
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,VIB,vibration,above 0.20 mm/s (WARNING),schedule maintenance within 24 h,,0,0.20,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,VIB,vibration,above 0.35 mm/s (CRITICAL),emergency stop; inspect bearings,,0,0.35,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-ST04-03,ThresholdRule,ST04_PACKAGING,,,drops below 1.00 m/s without operator command - verify RULE-ST02-04,,,0,0,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,TMP,temperature,must not exceed 25°C,,,0,25,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP,temperature,exceeds 28°C (CRITICAL),automatic controlled shutdown of all PLC nodes,,0,28,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,TMP,temperature,must remain between 0.5 and 8°C,,,8,0.5,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,,,above 85%RH - inspect door seals and activate dehumidifier,,,0,0,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,temperature,must remain between 10 and 20°C,,,20,10,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,,,must not exceed 50%RH. Elevated humidity accelerates degradation of hygroscopic reagents.,activate desiccant system if HUM >45%RH,,0,0,-,-,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-CHM01-03,AccessRule,CHM01_CHEMICALSTORAGE,,,Only personnel with hazmat training (technician/supervisor/manager role) are authorised to enter Chemical Storage.,UNAUTHORIZED_ACCESS must be escalated within 2 minutes,,0,0,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-RND01-01,ThresholdRule,RND01_RDLAB,TMP,temperature,must remain between 18 and 26°C for experimental validity,,,26,18,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-RND01-02,ThresholdRule,RND01_RDLAB,,,above 65%RH - activate dehumidifier,,,0,0,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,TMP,temperature,above 26°C - check ventilation system,,,0,26,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,,,above 70%RH - inspect drainage and activate ventilation,,,0,0,0,0,,SOP_001_OperatingProcedures.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-01,ThresholdRule,ST01_FILLING,TMP_FILLING_TMP,,CRIT_LO < 15,Inspect and notify maintenance,CRITICAL,30,26,18,,°C,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-02,ThresholdRule,ST01_FILLING,PRS_FILLING_PRS,,CRIT_LO < 3,Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,,bar,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-03,ThresholdRule,ST01_FILLING,FLW_FILLING_FLW,,CRIT_LO < 105,Inspect and notify maintenance,CRITICAL,135,128,112,,L/min,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-04,ThresholdRule,ST02_SEALING,TMP_FILLING_TMP,,CRIT_LO < 165,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-05,ThresholdRule,ST02_SEALING,PRS_FILLING_PRS,,CRIT_LO < 4.2,Inspect and notify maintenance,WARNING,6.2,5.7,4.6,,bar,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-06,ThresholdRule,ST02_SEALING,CUR_FILLING_CUR,,CRIT_LO < 9.5,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-07,ThresholdRule,ST03_LABELLING,SPD_FILLING_SPD,,CRIT_LO < 0.65,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.75,,m/s,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-08,ThresholdRule,ST03_LABELLING,TEN_FILLING_TEN,,CRIT_LO < 1.5,Inspect and notify maintenance,CRITICAL,3,2.6,1.8,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-09,ThresholdRule,ST03_LABELLING,CNT_FILLING_CNT,,CRIT_LO < 100,E-STOP labelling; inspect label path,CRITICAL,140,130,110,,pcs/min,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-10,ThresholdRule,ST04_PACKAGING,VIB_FILLING_VIB,,CRIT_LO < 0.01,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.02,,mm/s,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-11,ThresholdRule,ST04_PACKAGING,CUR_FILLING_CUR,,CRIT_LO < 6.5,Inspect and notify maintenance,CRITICAL,11,9.8,7.5,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-12,ThresholdRule,ST04_PACKAGING,SPD_FILLING_SPD,,CRIT_LO < 0.85,Inspect and notify maintenance,CRITICAL,1.6,1.4,1,,m/s,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-13,ThresholdRule,SRV01_SERVERROOM,TMP_FILLING_TMP,,CRIT_LO < 16,Activate backup cooling; prepare controlled PLC,WARNING,28,25,18,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-14,ThresholdRule,SRV01_SERVERROOM,HUM_FILLING_HUM,,CRIT_LO < 25,Inspect and notify maintenance,WARNING,70,60,30,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-15,ThresholdRule,WRH01_WAREHOUSE,TMP_FILLING_TMP,,CRIT_LO < -1,Activate backup refrigeration; notify,MANDATORY,12,8,0.5,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-16,ThresholdRule,WRH01_WAREHOUSE,HUM_FILLING_HUM,,CRIT_LO < 55,Inspect and notify maintenance,MANDATORY,90,85,60,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-17,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP_FILLING_TMP,,CRIT_LO < 5,Activatemergency ventilation; notify safety officer,MANDATORY,25,20,10,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-18,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM_FILLING_HUM,,CRIT_LO < 15,Activate desiccant system; inspect storage containers,MANDATORY,60,50,20,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-19,ThresholdRule,RND01_RDLAB,TMP_FILLING_TMP,,CRIT_LO < 15,Inspect and notify maintenance,WARNING,30,26,18,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-20,ThresholdRule,RND01_RDLAB,HUM_FILLING_HUM,,CRIT_LO < 25,Suspend experiments; inspect HVAC system,WARNING,75,65,35,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-21,ThresholdRule,CAF01_CAFETERIA,TMP_FILLING_TMP,,CRIT_LO < 14,Inspect and notify maintenance,WARNING,30,26,17,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
SOP-002-RULE-22,ThresholdRule,CAF01_CAFETERIA,HUM_FILLING_HUM,,CRIT_LO < 25,Inspect and notify maintenance,WARNING,80,70,35,,,SOP_002_AlarmThresholds.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-01,ThresholdRule,ST04_PACKAGING,VIB,DRIFT,>0.05 mm/s over 60 min,Inspect and lubricate bearing HIGH,CRITICAL,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-02,ThresholdRule,ST02_SEALING,CUR,DRIFT,>1.0 A for 30+ min,Inspect sealing jaw,HIGH,,,,,,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-03,ThresholdRule,ST03_LABELLING,TEN,STUCK,>10 samples,Replace sensor,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-04,ThresholdRule,ST01_FILLING,PRS,DRIFT,<3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP,DRIFT,>25°C for >5 min,Activate secondary cooling,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP,DRIFT,>2°C over 2 h,Inspect compressor; notify,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,DRIFT,>20°C for >10 min,Emergency ventilation; notify,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
MAINT-08,ThresholdRule,RND01_RDLAB,HUM,DRIFT,>10%RH over 60 min,Activate dehumidifier; check HVAC,HIGH,,,,,,SOP_003_MaintenanceRules.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,3,False,3
RULE-ACCESS-01,AccessRule,ST01_FILLING,ST01_FILLING_TMP,TEMPERATURE,"person_id, zone, and timestamp",log as OccupancyEvent::UnauthorisedAccess,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,2,False,2
RULE-ACCESS-02,AccessRule,ST01_FILLING,ST01_FILLING_TMP,TEMPERATURE,"person_id, zone, and timestamp",notify security within 2 minutes,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,2,False,2
RULE-ACCESS-03,AccessRule,ST01_FILLING,ST01_FILLING_TMP,TEMPERATURE,"person_id, zone, and timestamp",include authorized=NO in KG node reference,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,2,False,2
RULE-ACCESS-04,AccessRule,ST01_FILLING,ST01_FILLING_TMP,TEMPERATURE,"person_id, zone, and timestamp",immediate escalation to Safety Officer,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,llama-3.2-3b-instruct,langgraph,2,llama-3_2-3b-instruct_langgraph_run1,2,False,2
