ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,langgraph_iterations
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,,,VIB > 0.20 mm/s (WARNING),SCHEDULE MAINTENANCE WITHIN 24 H,WARNING,0.35,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-ST04-02,OperationalRule,ST04_PACKAGING,,,VIB > 0.35 mm/s (CRITICAL),EMERGENCY STOP; INSPECT BEARINGS,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-ST04-03,OperationalRule,ST04_PACKAGING,,,SPD DROPS BELOW 1.00 m/s WITHOUT OPERATOR COMMAND,VERIFY RULE-ST02-04,INFO,,,,,m/s,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,,,TMP MUST NOT EXCEED 25°C,,INFO,,,,,°C,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-SRV01-02,OperationalRule,SRV01_SERVERROOM,,,TMP > 28°C (CRITICAL),AUTOMATIC CONTROLLED SHUTDOWN OF ALL PLC NODES,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,,,TMP BETWEEN 0.5°C AND 8°C,,INFO,,,,,°C,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-WRH01-02,OperationalRule,WRH01_WAREHOUSE,,,TMP > 12°C (CRITICAL),NOTIFY QC AND QUARANTINE BATCH,CRITICAL,12,,,,°C,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-WRH01-03,ThresholdRule,WRH01_WAREHOUSE,,,HUM > 85%RH (CRITICAL),INSPECT DOOR SEALS AND ACTIVATE DEHUMIDIFIER,CRITICAL,85,,,,%RH,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,,,TMP BETWEEN 10°C AND 20°C,,INFO,,,,,°C,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-CHM01-02,OperationalRule,CHM01_CHEMICALSTORAGE,,,HUM > 50%RH (CRITICAL),ACTIVATE DESICCANT SYSTEM IF HUM >45%RH,CRITICAL,50,45,,,%RH,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-CHM01-03,AccessRule,CHM01_CHEMICALSTORAGE,,,UNAUTHORIZED_ACCESS,ESCALATE WITHIN 2 MINUTES,CRITICAL,,,,,,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-RND01-01,ThresholdRule,RND01_RDLAB,,,TMP BETWEEN 18°C AND 26°C,,INFO,,,,,°C,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-RND01-02,OperationalRule,RND01_RDLAB,,,HUM DRIFT > 65%RH (CRITICAL),ACTIVATE DEHUMIDIFIER; SUSPEND SENSITIVE EXPERIMENTS AND INSPECT HVAC SYSTEM,CRITICAL,75,65,,,%RH,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-CAF01-01,OperationalRule,CAF01_CAFETERIA,,,TMP > 26°C,CHECK VENTILATION SYSTEM,INFO,,,,,°C,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-CAF01-02,OperationalRule,CAF01_CAFETERIA,,,HUM > 70%RH,INSPECT DRAINAGE AND ACTIVATE VENTILATION,INFO,,,,,%RH,SOP_001_OperatingProcedures.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST01_FILLING_TMP,ThresholdRule,ST01_FILLING,TMP,TEMPERATURE,"<30, >26, =22.0 ± 0.4, <26, >18, <15",Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST01_FILLING_PRS,ThresholdRule,ST01_FILLING,PRS,PRESSURE,"<4.8, >4.2, =3.8 ± 0.05, <4.2, >3.3, <3",Inspect and notify maintenance,CRITICAL,4.8,4.2,3.3,3,bar,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST01_FILLING_FLW,ThresholdRule,ST01_FILLING,FLW,FLOW,"<135, >128, =120.0 ± 1.5, <128, >112, <105",Inspect and notify maintenance,CRITICAL,135,128,112,105,L/min,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST02_SEALING_TMP,ThresholdRule,ST02_SEALING,TMP,TEMPERATURE,"<210, >195, =185.0 ± 1.2, <195, >175, <165",E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,175,165,°C,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST02_SEALING_PRS,ThresholdRule,ST02_SEALING,PRS,PRESSURE,"<6.2, >5.7, =5.2 ± 0.08, <5.7, >4.6, <4.2",Inspect and notify maintenance,CRITICAL,6.2,5.7,4.6,4.2,bar,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST02_SEALING_CUR,ThresholdRule,ST02_SEALING,CUR,CURRENT,"<15, >13.5, =12.4 ± 0.3, <13.5, >11, <9.5",E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,13.5,11,9.5,A,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST03_LABELLING_SPD,ThresholdRule,ST03_LABELLING,SPD,SPEED,"<1.05, >0.95, =0.85 ± 0.01, <0.95, >0.75, <0.65",Inspect and notify maintenance,CRITICAL,1.05,0.95,0.75,0.65,m/s,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST03_LABELLING_TEN,ThresholdRule,ST03_LABELLING,TEN,FORCE,"<3, >2.6, =2.2 ± 0.05, <2.6, >2.0, <1.5",Inspect and notify maintenance,CRITICAL,3,2.6,2.0,1.5,N,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST03_LABELLING_CNT,ThresholdRule,ST03_LABELLING,CNT,COUNT,"<140, >130, =120 ± 2.0, <130, >120, <100",E-STOP labelling; inspect label path,CRITICAL,140,130,120,100,pcs/min,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST04_PACKAGING_VIB,ThresholdRule,ST04_PACKAGING,VIB,VELOCITY,"<0.35, >0.2, =0.12 ± 0.005, <0.2, >0.1, <0.02",E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.1,0.02,mm/s,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST04_PACKAGING_CUR,ThresholdRule,ST04_PACKAGING,CUR,CURRENT,"<11, >9.8, =8.7 ± 0.2, <9.8, >8.5, <6.5",Inspect and notify maintenance,CRITICAL,11,9.8,8.5,6.5,A,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
ST04_PACKAGING_SPD,ThresholdRule,ST04_PACKAGING,SPD,SPEED,"<1.6, >1.4, =1.2 ± 0.02, <1.4, >1.2, <0.85",Inspect and notify maintenance,CRITICAL,1.6,1.4,1.2,0.85,m/s,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
SRV01_SERVERROOM_TMP,ThresholdRule,SRV01_SERVERROOM,TMP,TEMPERATURE,"<28, >25, =21.0 ± 0.3, <25, >18, <16",Activate backup cooling; prepare controlled PLC,CRITICAL,28,25,18,16,°C,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
SRV01_SERVERROOM_HUM,ThresholdRule,SRV01_SERVERROOM,HUM,HUMIDITY,"<70, >60, =45.0 ± 1.0, <60, >50, <25",Inspect and notify maintenance,CRITICAL,70,60,50,25,%RH,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
WRH01_WAREHOUSE_TMP,ThresholdRule,WRH01_WAREHOUSE,TMP,TEMPERATURE,"<12, >8, =4.0 ± 0.5, <8, >4.0, <-1",Activate backup refrigeration; notify,CRITICAL,12,8,4.0,-1,°C,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
WRH01_WAREHOUSE_HUM,ThresholdRule,WRH01_WAREHOUSE,HUM,HUMIDITY,"<90, >85, =75.0 ± 1.5, <85, >75, <55",Inspect and notify maintenance,CRITICAL,90,85,75,55,%RH,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
CHM01_CHEMICALSTORAGE_TMP,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,TEMPERATURE,"<25, >20, =15.0 ± 0.3, <20, >18, <5",Activatemergency ventilation; notify safety officer,CRITICAL,25,20,18,5,°C,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
CHM01_CHEMICALSTORAGE_HUM,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,HUMIDITY,"<60, >50, =35.0 ± 1.0, <50, >45, <15",Activate desiccant system; inspect storage containers,CRITICAL,60,50,45,15,%RH,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RND01_RDLAB_TMP,ThresholdRule,RND01_RDLAB,TMP,TEMPERATURE,"<30, >26, =22.0 ± 0.2, <26, >18, <15",Inspect and notify maintenance,CRITICAL,30,26,18,15,°C,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RND01_RDLAB_HUM,ThresholdRule,RND01_RDLAB,HUM,HUMIDITY,"<80, >75, =50.0 ± 1.0, <75, >65, <25",Suspend experiments; inspect HVAC system,CRITICAL,80,75,65,25,%RH,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
CAF01_CAFETERIA_TMP,ThresholdRule,CAF01_CAFETERIA,TMP,TEMPERATURE,"<30, >26, =21.0 ± 0.4, <26, >17, <14",Inspect and notify maintenance,CRITICAL,30,26,17,14,°C,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
CAF01_CAFETERIA_HUM,ThresholdRule,CAF01_CAFETERIA,HUM,HUMIDITY,"<80, >70, =55.0 ± 1.5, <70, >65, <25",Inspect and notify maintenance,CRITICAL,80,70,65,25,%RH,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
SPIKE,AnomalyRule,SRV01_SERVERROOM,TMP,,">CRIT, <5 min Single reading >3 s",N/A,ADVISORY,,,,,,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
DRIFT,AnomalyRule,SRV01_SERVERROOM,HUM,,">15 min, Slope >0.1 s /min for 5+ readings",N/A,ADVISORY,,,,,,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
STUCK,AnomalyRule,SRV01_SERVERROOM,TMP,,">10 consecutive unchanged, readingstd(last 10)<0.001×nominal",N/A,ADVISORY,,,,,,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
OUT_OF_RANGE,AnomalyRule,SRV01_SERVERROOM,HUM,,">10 min >WARN for 20+ readings, Sustained WARN violation",N/A,ADVISORY,,,,,,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
CORRELATED,AnomalyRule,SRV01_SERVERROOM,TMP,,"Causally linked to another station, Onset within 90 min of cause",N/A,ADVISORY,,,,,,SOP_002_AlarmThresholds.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-01,MaintenanceRule,ST04_PACKAGING,VIB_PACKAGING_VIBRATOR,,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-02,MaintenanceRule,ST02_SEALING,CUR SEALING_JAW,,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-03,MaintenanceRule,ST03_LABELLING,TEN_LABELLING_SENSOR,,TEN STUCK >10 samples,Replace sensor,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-04,MaintenanceRule,ST01_FILLING,PRS_FILLING_PUMP,,PRS <3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-05,MaintenanceRule,SRV01_SERVERROOM,TMP_SERVER_ROOM_TEMP,,TMP >25°C for >5 min,Activate secondary cooling,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-06,MaintenanceRule,WRH01_WAREHOUSE,TMP_WAREHOUSE_TEMP,,TMP DRIFT >2°C over 2 h,Inspect compressor; notify,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-07,MaintenanceRule,CHM01_CHEMICALSTORAGE,TMP_CHM01_CHEMICALSTORAGE_TEMP,,TMP >20°C for >10 min,Emergency ventilation; notify,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAINT-08,MaintenanceRule,RND01_RDLAB,HUM_RND01_RDLAB_HUMIDITY,,HUM DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-ACCESS-01,AccessRule,ST01_PROD,,,Any entry by an unauthorised role,"logged as OccupancyEvent::UnauthorisedAccess with person_id, zone, and timestamp.",MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-ACCESS-02,AccessRule,ST01_PROD,,,Security personnel,MUST be notified within 2 minutes of detection.,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-ACCESS-03,AccessRule,ST01_PROD,,,The KG node,MUST include authorized=NO and a reference to this rule.,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
RULE-ACCESS-04,AccessRule,CS01_CHM,,,Chemical Storage has zero-tolerance policy.,Any UNAUTHORIZED_ACCESS triggers immediate escalation to the Safety Officer regardless of role.,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_OCCUPANCY_PROD_AREA,ThresholdRule,ST01_PROD,,,Maximum Occupancy in Production Area,WARNING above 10; CRITICAL above 12,CRITICAL,12,10,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_OCCUPANCY_SERVER_ROOM,ThresholdRule,SR01_SERVER,,,Maximum Occupancy in Server Room,CRITICAL above 2; access badge required,CRITICAL,2,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_OCCUPANCY_GEN_WAREHOUSE,ThresholdRule,WH01_GEN,,,Maximum Occupancy in General Warehouse,WARNING above 3,WARNING,,3,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_OCCUPANCY_MAIN_ENTRANCE,ThresholdRule,ME01_MAIN,,,Maximum Occupancy in Main Entrance,Monitoring only,INFO,,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_OCCUPANCY_CHM_STORAGE,ThresholdRule,CS01_CHM,,,Maximum Occupancy in Chemical Storage,CRITICAL above 4; hazmatraining required - see RULE-CHM01-03,CRITICAL,4,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_OCCUPANCY_RND_LAB,ThresholdRule,RL01_RND,,,Maximum Occupancy in R&D Lab,WARNING above 5; precision experiments may be disturbed,WARNING,,5,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_OCCUPANCY_CAFETERIA,ThresholdRule,CA01_CAF,,,Maximum Occupancy in Cafeteria,Monitoring only - occupant comfort,INFO,,,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_ACK_OPERATOR,OperationalRule,ST01_PROD,,,Maximum Acknowledgment Time for Operator,15 minutes for WARNING; 3 minutes for CRITICAL,MANDATORY,3,15,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_ACK_TECHNICIAN,OperationalRule,ST01_PROD,,,Maximum Acknowledgment Time for Technician,10 minutes for WARNING; 2 minutes for CRITICAL,MANDATORY,2,10,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_ACK_SUPERVISOR,OperationalRule,ST01_PROD,,,Maximum Acknowledgment Time for Supervisor,5 minutes for WARNING; 1 minute for CRITICAL,MANDATORY,1,5,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_ACK_MANAGER,OperationalRule,ST01_PROD,,,Maximum Acknowledgment Time for Manager,15 minutes for WARNING; 5 minutes for CRITICAL,MANDATORY,5,15,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
MAX_ACK_SECURITY,OperationalRule,ST01_PROD,,,Maximum Acknowledgment Time for Security Personnel,20 minutes for WARNING; 5 minutes for CRITICAL,MANDATORY,5,20,,,,SOP_004_PersonnelZoneAccess.txt,qwen2.5-7b-instruct,langgraph,2,qwen2_5-7b-instruct_langgraph_run1,3,False,3
