ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,langgraph_iterations
RULE-RND01_RDLAB,ThresholdRule,RND01_RDLAB,HUM,HUMIDITY,> 65%RH,activate dehumidifier,CRITICAL,75,68.75,,66,,SOP_001_OperatingProcedures.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
RULE-CAF01_CAFETERIA,ThresholdRule,CAF01_CAFETERIA,TMP,TEMPERATURE,exceeds 26°C,check ventilation system,,,,26,,,SOP_001_OperatingProcedures.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
RULE-CAF01_CAFETERIA,ThresholdRule,CAF01_CAFETERIA,HUM,HUMIDITY,> 70%RH,inspect drainage and activate ventilation,CRITICAL,75,68.75,,66,,SOP_001_OperatingProcedures.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
1,ThresholdRule,ST01.FILLINGTMP,TMP,°C,"{'critHi': '30', 'nominal': '22.0 ± 0.4', 'warnLo': '18', 'critLo': '15'}",Inspect and notify maintenance,CRITICAL,,,,,°C,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
2,ThresholdRule,ST01.FILLINGBAR,PRS,bar,"{'nominal': '3.8 ± 0.05', 'warnLo': '3.3', 'critLo': '3'}",Inspect and notify maintenance,CRITICAL,,,,,bar,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
3,ThresholdRule,ST01.FILLINGLPM,FLW,L/min,"{'critHi': '135', 'nominal': '120.0 ± 1.5', 'warnLo': '112', 'critLo': '105'}",Inspect and notify maintenance,CRITICAL,,,,,L/min,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
4,ThresholdRule,ST02_SEALINGTMP,TMP,°C,"{'critHi': '210', 'nominal': '185.0 ± 1.2', 'warnLo': '175', 'critLo': '165'}",E-STOP ST02/ST03/ST04; inspect element,CRITICAL,,,,,°C,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
5,ThresholdRule,ST02_SEALINGBAR,PRS,bar,"{'nominal': '5.2 ± 0.08', 'warnLo': '4.6', 'critLo': '4.2'}",Inspect and notify maintenance,CRITICAL,,,,,bar,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
6,ThresholdRule,ST02_SEALINGCURR,CUR,A,"{'nominal': '12.4 ± 0.3', 'warnLo': '11', 'critLo': '9.5'}",E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,,,,,A,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
7,ThresholdRule,ST03_LABELLINGSPD,SPD,m/s,"{'nominal': '0.85 ± 0.01', 'warnLo': '0.75', 'critLo': '0.65'}",Inspect and notify maintenance,CRITICAL,,,,,m/s,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
8,ThresholdRule,ST03_LABELLINGTEN,TEN,N,"{'nominal': '2.2 ± 0.05', 'warnLo': '1.8', 'critLo': '1.5'}",Inspect and notify maintenance,CRITICAL,,,,,N,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
9,ThresholdRule,ST03_LABELLINGCNT,CNT,pcs/min,"{'nominal': '120 ± 2.0', 'warnLo': '110', 'critLo': '100'}",E-STOP labelling; inspect label path,CRITICAL,,,,,pcs/min,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
10,ThresholdRule,ST04_PACKAGINGVIB,VIB,mm/s,"{'nominal': '0.12 ± 0.005', 'warnLo': '0.02', 'critLo': '0.01'}",E-STOP; inspect main bearing,CRITICAL,,,,,mm/s,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
11,ThresholdRule,ST04_PACKAGINGCUR,CUR,A,"{'nominal': '8.7 ± 0.2', 'warnLo': '7.5', 'critLo': '6.5'}",Inspect and notify maintenance,CRITICAL,,,,,A,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
12,ThresholdRule,ST04_PACKAGINGSPD,SPD,m/s,"{'nominal': '1.2 ± 0.02', 'warnLo': '1', 'critLo': '0.85'}",Inspect and notify maintenance,CRITICAL,,,,,m/s,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
13,ThresholdRule,SRV01_SERVERROOMTMP,TMP,°C,"{'nominal': '21.0 ± 0.3', 'warnLo': '18', 'critLo': '16'}",Activate backup cooling; prepare controlled PLC,CRITICAL,,,,,°C,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
14,ThresholdRule,SRV01_SERVERROOMHUM,HUM,%RH,"{'nominal': '45.0 ± 1.0', 'warnLo': '30', 'critLo': '25'}",Inspect and notify maintenance,CRITICAL,,,,,%RH,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
15,ThresholdRule,WRH01_WAREHOUSETMP,TMP,°C,"{'nominal': '4.0 ± 0.5', 'warnLo': '0.5', 'critLo': '-1'}",Activate backup refrigeration; notify,CRITICAL,,,,,°C,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
16,ThresholdRule,WRH01_WAREHOUSEHUM,HUM,%RH,"{'nominal': '75.0 ± 1.5', 'warnLo': '60', 'critLo': '55'}",Inspect and notify maintenance,CRITICAL,,,,,%RH,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
17,ThresholdRule,CHM01_CHEMICALSTORAGETMP,TMP,°C,"{'nominal': '15.0 ± 0.3', 'warnLo': '10', 'critLo': '5'}",Activatemergency ventilation; notify safety officer,CRITICAL,,,,,°C,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
18,ThresholdRule,CHM01_CHEMICALSTORAGEHUM,HUM,%RH,"{'nominal': '35.0 ± 1.0', 'warnLo': '20', 'critLo': '15'}",Activate desiccant system; inspect storage containers,CRITICAL,,,,,%RH,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
19,ThresholdRule,CAF01_CAFETERIATMP,TMP,°C,"{'nominal': '14.0 ± 0.4', 'warnLo': '17', 'critLo': '15'}",Inspect and notify maintenance,CRITICAL,,,,,°C,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
20,ThresholdRule,CAF01_CAFETERIAHUM,HUM,%RH,"{'nominal': '25.0 ± 1.5', 'warnLo': '35', 'critLo': '40'}",Inspect and notify maintenance,CRITICAL,,,,,%RH,SOP_002_AlarmThresholds.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-01,MaintenanceRule,ST04_PACKAGING,VIB,,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,CRITICAL,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-02,MaintenanceRule,ST02_SEALING,CUR,,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,1.0,,,,A,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-03,MaintenanceRule,ST04_PACKAGING,TEN.,,TEN. STUCK >10 samples,Replace sensor,MANDATORY,10,,,,,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-04,MaintenanceRule,ST01_FILLING,PRS,,PRS <3.3 bar for >15 min,Inspect filter and pump,CRITICAL,,,,3.3,bar,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-05,MaintenanceRule,SRV01_SERVERROOM,TMP.,,TMP. >25°C for >5 min,Activate secondary cooling,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-06,MaintenanceRule,WRH01_WAREHOUSE,TMP.,,TMP. <2°C over 2 h,Inspect compressor; notify,CRITICAL,2,,,,°C,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-07,MaintenanceRule,CHM01_CHEMICALSTORAGE,TMP.,,TMP. >20°C for >10 min,Emergency ventilation; safety,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
MAINT-08,MaintenanceRule,RND01_RDLAB,HUM.,,HUM. DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC,CRITICAL,10,,,,%RH,SOP_003_MaintenanceRules.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
RULE-ACCESS-01,AccessRule,ST02.PRODUCTION_AREA,Occupancy,occupancy,"person_id, zone, timestamp",log as OccupancyEvent::UnauthorisedAccess,WARNING,,,,,,SOP_004_PersonnelZoneAccess.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
RULE-ACCESS-02,AccessRule,ST02.PRODUCTION_AREA,Occupancy,occupancy,detection,notify security personnel within 2 minutes,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
RULE-ACCESS-03,AccessRule,ST03.CHEMICAL_STORAGE,weight,weight,authorized=NO,reference to this rule in KG node,WARNING,,,,,,SOP_004_PersonnelZoneAccess.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
RULE-ACCESS-04,AccessRule,ST03.CHEMICAL_STORAGE,weight,weight,unauthorized access to Chemical Storage,escalate to Safety Officer immediately,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,deepseek-r1-distill-qwen-7b,langgraph,2,deepseek-r1-distill-qwen-7b_langgraph_run1,3,False,3
