ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,pattern,primaryFault,resolution,secondaryEffect
RND01_RDLAB_HUM,ThresholdRule,RND01_RDLAB,HUM,,CRIT_LO,Suspend experiments; inspect HVAC system,,75,,25,25,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
CAF01_CAFETERIA_TMP,ThresholdRule,CAF01_CAFETERIA,TMP,,CRIT_LO,Inspect and notify maintenance,,30,,14,14,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
CAF01_CAFETERIA_HUM,ThresholdRule,CAF01_CAFETERIA,HUM,,CRIT_LO,Inspect and notify maintenance,,80,,25,25,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST01_FILLING-TMP,ThresholdRule,Production Line A,TMP,,CRIT_LO,Inspect and notify maintenance,,30,,18,15,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST01_FILLING-PRS,ThresholdRule,Production Line A,PRS,,CRIT_LO,Inspect and notify maintenance,,4.8,,3,3,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST01_FILLING-FLW,ThresholdRule,Production Line A,FLW,,CRIT_LO,Inspect and notify maintenance,,135,,105,105,L/min,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST02_SEALING-TMP,ThresholdRule,Production Line A,TMP,,CRIT_LO,E-STOP ST02/ST03/ST04; inspect element,,210,,165,165,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST02_SEALING-PRS,ThresholdRule,Production Line A,PRS,,CRIT_LO,Inspect and notify maintenance,,6.2,,4.2,4.2,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST03_LABELLING-SPD,ThresholdRule,Production Line A,SPD,,CRIT_LO,Inspect and notify maintenance,,1.05,,0.65,0.65,m/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST03_LABELLING-TEN,ThresholdRule,Production Line A,TEN,,CRIT_LO,Inspect and notify maintenance,,3,,1.5,1.5,N,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST03_LABELLING-CNT,ThresholdRule,Production Line A,CNT,,CRIT_LO,E-STOP labelling; inspect label path,,140,,100,100,pcs/min,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST04_PACKAGING-VIB,ThresholdRule,Production Line A,VIB,,CRIT_LO,E-STOP; inspect main bearing,,0.35,,0.01,0.01,mm/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST04_PACKAGING-CUR,ThresholdRule,Production Line A,CUR,,CRIT_LO,Inspect and notify maintenance,,11,,6.5,6.5,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST04_PACKAGING-SPD,ThresholdRule,Production Line A,SPD,,CRIT_LO,Inspect and notify maintenance,,1.6,,0.85,0.85,m/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST02_SEALING-CUR,ThresholdRule,Production Line A,CUR,,,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),,,,9.5,9.5,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
MAINT-01,ThresholdRule,ST04_PACKAGING,VIB,,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing HIGH,HIGH,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
MAINT-02,ThresholdRule,ST02_SEALING,CUR,,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,1.0,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
MAINT-03,ThresholdRule,ST03_LABELLING,TEN,,TEN STUCK >10 samples,Replace sensor,MEDIUM,10,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP,,TMP >25°C for >5 min,Activate secondary cooling,CRITICAL,25,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,,TMP >20°C for >10 min,Emergency ventilation; notify CRITICAL,CRITICAL,20,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
ST02_SEALING-CUR › → ST04_PACKAGING-SPD ↓ Sealing motor overload,CorrelatedFaultResolution,,,,,,,,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,ST02_SEALING-CUR › → ST04_PACKAGING-SPD ↓,ST02_SEALING-CUR,via electrical coupling 1.Verify ST02-CUR trend. 2.Inspect sealing jaw. 3.Reset ST04,ST04_PACKAGING-SPD ↓ Sealing motor overload
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP,,TMP DRIFT >2°C over 2 h,Inspect compressor; notify,QCRITICAL,2,,0,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
MAINT-08,ThresholdRule,RND01_RDLAB,HUM,,HUM DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC HIGH,HIGH,10,,0,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
MAINT-04,ThresholdRule,ST01_FILLING,PRS,,PRS <3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,3.3,0,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
RULE-ACCESS-03,Unauthorized Access Rule,KG node,authorized,,NO,include,,,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
RULE-ACCESS-01,Unauthorized Access Rule,,OccupancyEvent::UnauthorisedAccess,,,log,,,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
RULE-ACCESS-04,Unauthorized Access Rule,Chemical Storage,UNAUTHORIZED_ACCESS,,,escalate,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,self_consistency,2,mistralai-mistral-7b-instruct-v0_3_self_consistency_run1,3,False,,,,
