ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,langgraph_iterations
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,VIB_Vibration,,VIB > 0.20 mm/s (WARNING) - schedule maintenance within 24 h.,,WARNING,0.35,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,VIB_Vibration,,VIB > 0.35 mm/s (CRITICAL) - emergency stop; inspect bearings.,,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST04-03,OperationalRule,ST04_PACKAGING,SPD_Speed,,SPD drops below 1.00 m/s without operator command - verify RULE-ST02-04.,,,,,,,m/s,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,TMP_Temperature,,TMP MUST NOT exceed,,,25,,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP_Temperature,,TMP > 28°C (CRITICAL) - automatic controlled shutdown of all PLC nodes.,,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,TMP_Temperature,,TMP MUST remain between,,,8,0.5,,12,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,HUM_Humidity,,HUM above 85%RH - inspect door seals and activate dehumidifier.,,,,85,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP_Temperature,,TMP MUST remain between,activate emergency ventilation and notify safety officer immediately.,,20,10,,25,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM_Humidity,,HUM MUST NOT exceed,activate desiccant system if HUM >45%RH.,,50,,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CHM01-03,AccessRule,CHM01_CHEMICALSTORAGE,,,UNAUTHORIZED_ACCESS must be escalated within 2 minutes.,,,,,,,,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-RND01-01,ThresholdRule,RND01_RDLAB,TMP_Temperature,,TMP MUST remain between,,,26,18,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-RND01-02,ThresholdRule,RND01_RDLAB,HUM_Humidity,,HUM drift above 65%RH - activate dehumidifier. Above 75%RH (CRITICAL) - suspend sensitive experiments and inspect HVAC system.,,,75,65,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,TMP_Temperature,,TMP above 26°C - check ventilation system. Occupant comfort is the primary criterion.,,,,26,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,HUM_Humidity,,HUM above 70%RH - inspect drainage and activate ventilation.,,,,70,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST01-01,ThresholdRule,ST01_FILLING,FLW_FlowRate,,MUST be maintained between,,,128,112,,,L/min,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST01-02,ThresholdRule,ST01_FILLING,TMP_Temperature,,If exceeds,reduce speed by 10% and notify QC.,,26,,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST01-03,ThresholdRule,ST01_FILLING,PRS_Pressure,,PRS drop below,inspect inlet valve within 5 min.,,3.3,,,,bar,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST02-01,ThresholdRule,ST02_SEALING,TMP_Temperature,,TMP MUST remain between,,,195,175,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST02-02,ThresholdRule,ST02_SEALING,TMP_Temperature,,"TMP > 210°C (CRITICAL) - emergency stop ST02, ST03, ST04.",,CRITICAL,210,,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST02-03,ThresholdRule,ST02_SEALING,CUR_Current,,CUR increase >1.5 A above nominal sustained >5 min - schedule maintenance.,,,,1.5,,,A,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST02-04,OperationalRule,ST02_SEALING,CUR_Current,,CUR drift at ST02_SEALING CORRELATES with speed reduction at ST04_PACKAGING due to shared electrical coupling. Monitor ST04_PACKAGING-SPD whenever ST02_SEALING-CUR triggers a WARNING.,,WARNING,,,,,A,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST03-01,ThresholdRule,ST03_LABELLING,TEN_Force,,TEN MUST be between,,,2.6,1.8,,,N,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST03-02,ThresholdRule,ST03_LABELLING,CNT_Count,,CNT below 110 pcs/min - check for label jam. Below 100 (CRITICAL): halt.,,,100,110,,,pcs/min,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST03-03,AnomalyRule,ST03_LABELLING,TEN_Force,,TEN STUCK >10 consecutive samples - sensor failure.,,,,,,,N,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST04-01,ThresholdRule,ST04_PACKAGING,VIB_Vibration,,VIB > 0.20 mm/s (WARNING) - schedule maintenance within 24 h.,,WARNING,0.35,0.20,,,mm/s,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST04-02,ThresholdRule,ST04_PACKAGING,VIB_Vibration,,VIB > 0.35 mm/s (CRITICAL) - emergency stop; inspect bearings.,,CRITICAL,0.35,,,,mm/s,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ST04-03,OperationalRule,ST04_PACKAGING,SPD_Speed,,SPD drops below 1.00 m/s without operator command - verify RULE-ST02-04.,,,,,,,m/s,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-SRV01-01,ThresholdRule,SRV01_SERVERROOM,TMP_Temperature,,TMP MUST NOT exceed,automatic controlled shutdown of all PLC nodes.,CRITICAL,25,,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-SRV01-02,ThresholdRule,SRV01_SERVERROOM,TMP_Temperature,,TMP > 28°C (CRITICAL) - automatic controlled shutdown of all PLC nodes.,,CRITICAL,28,,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-WRH01-01,ThresholdRule,WRH01_WAREHOUSE,TMP_Temperature,,TMP MUST remain between,,,8,0.5,,12,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-WRH01-02,ThresholdRule,WRH01_WAREHOUSE,HUM_Humidity,,HUM above 85%RH - inspect door seals and activate dehumidifier.,,,,85,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CHM01-01,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP_Temperature,,TMP MUST remain between,activate emergency ventilation and notify safety officer immediately.,,20,10,,25,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CHM01-02,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM_Humidity,,HUM MUST NOT exceed,activate desiccant system if HUM >45%RH.,,50,,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CHM01-03,AccessRule,CHM01_CHEMICALSTORAGE,,,UNAUTHORIZED_ACCESS must be escalated within 2 minutes.,,,,,,,,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-RND01-01,ThresholdRule,RND01_RDLAB,TMP_Temperature,,TMP MUST remain between,,,26,18,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-RND01-02,ThresholdRule,RND01_RDLAB,HUM_Humidity,,HUM drift above 65%RH - activate dehumidifier. Above 75%RH (CRITICAL) - suspend sensitive experiments and inspect HVAC system.,,,75,65,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CAF01-01,ThresholdRule,CAF01_CAFETERIA,TMP_Temperature,,TMP above 26°C - check ventilation system. Occupant comfort is the primary criterion.,,,,26,,,°C,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-CAF01-02,ThresholdRule,CAF01_CAFETERIA,HUM_Humidity,,HUM above 70%RH - inspect drainage and activate ventilation.,,,,70,,,%RH,SOP_001_OperatingProcedures.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_TMP,ThresholdRule,ST01_FILLING,TMP,°C,,Inspect and notify maintenance,CRITICAL,30,26,15,15,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_TMP_REVISED,ThresholdRule,ST01_FILLING,PRS,bar,,Inspect and notify maintenance,CRITICAL,4.8,4.2,3,3,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_FLW,ThresholdRule,ST01_FILLING,FLW,L/min,,Inspect and notify maintenance,CRITICAL,135,128,105,105,L/min,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_TMP,ThresholdRule,ST02_SEALING,TMP,°C,,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,165,165,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_PRS,ThresholdRule,ST02_SEALING,PRS,bar,,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.2,4.2,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_CUR,ThresholdRule,ST02_SEALING,CUR,A,,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,,9.5,9.5,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_CUR_WARNHI,ThresholdRule,ST02_SEALING,CUR,A,,,WARNING,,15,9.5,,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_SPD,ThresholdRule,ST03_LABELLING,SPD,m/s,,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.65,0.65,m/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_TEN,ThresholdRule,ST03_LABELLING,TEN,N,,Inspect and notify maintenance,CRITICAL,3,,1.5,1.5,N,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_TEN_WARNHI,ThresholdRule,ST03_LABELLING,TEN,N,,,WARNING,,3,1.5,,N,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_CNT,ThresholdRule,ST03_LABELLING,CNT,pcs/min,,E-STOP labelling; inspect label path,CRITICAL,140,130,100,100,pcs/min,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST04_PACKAGING_VIB,ThresholdRule,ST04_PACKAGING,VIB,mm/s,,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.01,0.01,mm/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST04_PACKAGING_CUR,ThresholdRule,ST04_PACKAGING,CUR,A,,Inspect and notify maintenance,CRITICAL,11,9.8,6.5,6.5,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST04_PACKAGING_SPD,ThresholdRule,ST04_PACKAGING,SPD,m/s,,Inspect and notify maintenance,CRITICAL,1.6,1.4,0.85,0.85,m/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
SRV01_SERVERROOM_TMP,ThresholdRule,SRV01_SERVERROOM,TMP,°C,,Activate backup cooling; prepare controlled PLC,CRITICAL,28,25,16,16,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
SRV01_SERVERROOM_HUM,ThresholdRule,SRV01_SERVERROOM,HUM,%RH,,Inspect and notify maintenance,WARNING,,70,25,,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
WRH01_WAREHOUSE_TMP,ThresholdRule,WRH01_WAREHOUSE,TMP,°C,,Activate backup refrigeration; notify,CRITICAL,12,8,-1,-1,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
WRH01_WAREHOUSE_HUM,ThresholdRule,WRH01_WAREHOUSE,HUM,%RH,,Inspect and notify maintenance,WARNING,,90,55,,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CHM01_CHEMICALSTORAGE_TMP,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,°C,,Activatemergency ventilation; notify safety officer,CRITICAL,25,20,5,5,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CHM01_CHEMICALSTORAGE_HUM,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,%RH,,Activate desiccant system; inspect storage containers,CRITICAL,60,50,15,15,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RND01_RDLAB_TMP,ThresholdRule,RND01_RDLAB,TMP,°C,,Inspect and notify maintenance,CRITICAL,30,26,15,15,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RND01_RDLAB_HUM,ThresholdRule,RND01_RDLAB,HUM,%RH,,Suspend experiments; inspect HVAC system,CRITICAL,75,65,25,25,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CAF01_CAFETERIA_TMP,ThresholdRule,CAF01_CAFETERIA,TMP,°C,,Inspect and notify maintenance,CRITICAL,30,26,14,14,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CAF01_CAFETERIA_HUM,ThresholdRule,CAF01_CAFETERIA,HUM,%RH,,Inspect and notify maintenance,WARNING,,80,25,,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_TMP,ThresholdRule,ST01_FILLING,TMP,°C,,Inspect and notify maintenance,CRITICAL,30,26,15,15,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_PRS,ThresholdRule,ST01_FILLING,PRS,bar,,Inspect and notify maintenance,CRITICAL,4.8,4.2,3,3,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_FLW,ThresholdRule,ST01_FILLING,FLW,L/min,,Inspect and notify maintenance,CRITICAL,135,128,105,105,L/min,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_TMP,ThresholdRule,ST02_SEALING,TMP,°C,,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,165,165,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_PRS,ThresholdRule,ST02_SEALING,PRS,bar,,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.2,4.2,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_CUR,ThresholdRule,ST02_SEALING,CUR,A,,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,,9.5,9.5,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_SPD,ThresholdRule,ST03_LABELLING,SPD,m/s,,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.65,0.65,m/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_TEN,ThresholdRule,ST03_LABELLING,TEN,N,,Inspect and notify maintenance,CRITICAL,3,,1.5,1.5,N,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_CNT,ThresholdRule,ST03_LABELLING,CNT,pcs/min,,E-STOP labelling; inspect label path,CRITICAL,140,130,100,100,pcs/min,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST04_PACKAGING_VIB,ThresholdRule,ST04_PACKAGING,VIB,mm/s,,E-STOP; inspect main bearing,CRITICAL,0.35,0.2,0.01,0.01,mm/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST04_PACKAGING_CUR,ThresholdRule,ST04_PACKAGING,CUR,A,,Inspect and notify maintenance,CRITICAL,11,9.8,6.5,6.5,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST04_PACKAGING_SPD,ThresholdRule,ST04_PACKAGING,SPD,m/s,,Inspect and notify maintenance,CRITICAL,1.6,1.4,0.85,0.85,m/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
SRV01_SERVERROOM_TMP,ThresholdRule,SRV01_SERVERROOM,TMP,°C,,Activate backup cooling; prepare controlled PLC,CRITICAL,28,25,16,16,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
SRV01_SERVERROOM_HUM,ThresholdRule,SRV01_SERVERROOM,HUM,%RH,,Inspect and notify maintenance,WARNING,,70,25,,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
